JOIN_FID,TARGET_FID_1,ITEM58,ITEM59,ITEM60,NODE1,NODE2,FLOW,MIN_VAL
109,197478,6,8,7,192,207,0.158878505000000,6
109,197479,5,8,7,192,207,0.158878505000000,5
500,197480,7,7,7,948,998,0.126168224000000,7
39,197481,6,8,7,38,78,0.126168224000000,6
73,197482,6,7,7,88,146,0.135514019000000,6
40,197483,6,8,7,29,79,0.079439252000000,6
39,197484,7,8,7,38,78,0.126168224000000,7
61,197485,5,8,7,89,121,0.107476636000000,5
73,197486,5,8,7,88,146,0.135514019000000,5
47,197487,5,8,6,88,89,0.014018692000000,5
42,197488,7,8,7,78,79,0.004672897000000,7
49,197489,7,7,7,45,78,0.121495327000000,7
48,197490,7,8,7,69,89,0.074766355000000,7
48,197491,7,7,7,69,89,0.074766355000000,7
36,197492,7,8,7,58,69,0.023364486000000,7
33,197493,7,8,7,53,63,0.079439252000000,7
249,197494,6,7,7,209,494,0.014018692000000,6
246,197495,6,7,7,207,488,0.219626168000000,6
172,197496,7,8,7,149,340,0.177570093000000,7
172,197497,6,7,7,149,340,0.177570093000000,6
172,197498,5,6,7,149,340,0.177570093000000,5
179,197499,5,6,7,153,354,0.023364486000000,5
314,197500,6,8,7,504,628,0.014018692000000,6
246,197501,7,8,7,207,488,0.219626168000000,7
324,197502,7,6,7,619,644,0.154205607000000,6
318,197503,5,6,7,494,617,0.070093458000000,5
320,197504,5,7,7,628,640,0.004672897000000,5
411,197505,6,7,7,644,820,0.214953271000000,6
318,197506,5,7,7,494,617,0.070093458000000,5
817,197507,7,7,7,1522,1634,0.191588785000000,7
817,197508,7,8,7,1522,1634,0.191588785000000,7
821,197509,7,8,7,1574,1637,0.186915888000000,7
817,197510,6,8,7,1522,1634,0.191588785000000,6
821,197511,6,8,7,1574,1637,0.186915888000000,6
817,197512,7,8,7,1522,1634,0.191588785000000,7
821,197513,6,8,7,1574,1637,0.186915888000000,6
821,197514,6,7,7,1574,1637,0.186915888000000,6
816,197515,7,6,7,1628,1632,0.000000000000000,6
826,197516,7,6,7,1637,1651,0.088785047000000,6
847,197517,7,8,7,1634,1694,0.275700935000000,7
851,197518,7,8,7,1637,1697,0.098130841000000,7
847,197519,6,8,7,1634,1694,0.275700935000000,6
851,197520,6,7,7,1637,1697,0.098130841000000,6
851,197521,5,8,7,1637,1697,0.098130841000000,5
847,197522,7,8,7,1634,1694,0.275700935000000,7
871,197523,7,7,7,1697,1741,0.252336449000000,7
849,197524,5,6,7,1694,1697,0.242990654000000,5
871,197525,7,7,7,1697,1741,0.252336449000000,7
863,197526,4,8,7,1722,1726,0.093457944000000,4
882,197527,7,8,7,1726,1764,0.107476636000000,7
864,197528,7,8,7,1697,1726,0.107476636000000,7
946,197529,5,8,7,1732,1888,0.144859813000000,5
950,197530,6,8,7,1735,1896,0.154205607000000,6
946,197531,7,8,7,1732,1888,0.144859813000000,7
946,197532,5,6,6,1732,1888,0.144859813000000,5
950,197533,5,7,7,1735,1896,0.154205607000000,5
946,197534,7,7,7,1732,1888,0.144859813000000,7
946,197535,7,7,7,1732,1888,0.144859813000000,7
882,197536,7,8,7,1726,1764,0.107476636000000,7
884,197537,7,8,7,1735,1767,0.046728972000000,7
8,197538,5,8,7,15,16,0.158878505000000,5
13,197540,6,7,7,11,21,0.252336449000000,6
249,197541,6,8,7,209,494,0.014018692000000,6
247,197542,7,8,7,488,494,0.144859813000000,7
277,197543,7,7,7,500,550,0.107476636000000,7
48,197547,7,8,7,69,89,0.074766355000000,7
43,197548,7,8,7,79,85,0.000000000000000,7
48,197549,7,8,7,69,89,0.074766355000000,7
43,197550,7,8,7,79,85,0.000000000000000,7
48,197551,7,8,7,69,89,0.074766355000000,7
43,197552,7,8,7,79,85,0.000000000000000,7
43,197553,7,8,7,79,85,0.000000000000000,7
48,197554,5,7,7,69,89,0.074766355000000,5
43,197555,5,7,7,79,85,0.000000000000000,5
43,197556,7,8,7,79,85,0.000000000000000,7
48,197557,7,8,7,69,89,0.074766355000000,7
61,197558,6,7,7,89,121,0.107476636000000,6
73,197559,5,7,7,88,146,0.135514019000000,5
73,197561,6,8,7,88,146,0.135514019000000,6
88,197562,6,7,7,146,174,0.023364486000000,6
432,197563,6,7,7,818,840,0.228971963000000,6
73,197564,N,N,N,88,146,0.135514019000000,0
493,197565,6,7,7,846,986,0.196261682000000,6
493,197566,7,8,7,846,986,0.196261682000000,7
521,197567,7,6,7,850,1042,0.238317757000000,6
493,197568,7,8,6,846,986,0.196261682000000,6
521,197569,7,8,7,850,1042,0.238317757000000,7
421,197572,6,8,7,560,840,0.210280374000000,6
421,197573,6,8,7,560,840,0.210280374000000,6
521,197575,4,8,7,850,1042,0.238317757000000,4
427,197576,7,8,7,846,850,0.116822430000000,7
433,197578,6,8,7,846,861,0.014018692000000,6
433,197579,7,7,7,846,861,0.014018692000000,7
950,197580,6,8,7,1735,1896,0.154205607000000,6
946,197581,7,8,7,1732,1888,0.144859813000000,7
946,197582,6,8,7,1732,1888,0.144859813000000,6
950,197583,6,8,7,1735,1896,0.154205607000000,6
562,197584,6,7,7,1035,1123,0.149532710000000,6
566,197585,5,8,7,1052,1130,0.158878505000000,5
648,197586,5,7,7,1166,1296,0.158878505000000,5
647,197587,5,7,7,1144,1294,0.280373832000000,5
954,197588,7,7,6,1850,1904,0.271028037000000,6
950,197589,7,8,7,1735,1896,0.154205607000000,7
525,197591,6,8,6,986,1048,0.149532710000000,6
1093,197592,N,N,N,2185,2186,0.000000000000000,0
761,197593,6,6,7,1340,1522,0.154205607000000,6
752,197594,7,6,7,1354,1504,0.098130841000000,6
85,197595,N,N,N,169,170,0.000000000000000,0
901,197596,7,7,6,1759,1800,0.411214953000000,6
648,197597,7,7,6,1166,1296,0.158878505000000,6
611,197598,7,8,7,1147,1222,0.000000000000000,7
447,197599,6,8,7,892,894,0.233644860000000,6
573,197600,6,8,6,1108,1144,0.355140187000000,6
821,197601,6,8,7,1574,1637,0.186915888000000,6
475,197602,N,N,N,948,949,0.000000000000000,0
662,197603,5,8,7,1302,1320,0.313084112000000,5
669,197604,6,8,7,1294,1334,0.098130841000000,6
172,197605,7,8,8,149,340,0.177570093000000,7
871,197606,4,7,7,1697,1741,0.252336449000000,4
101,197607,6,8,7,174,198,0.056074766000000,6
249,197608,4,7,7,209,494,0.014018692000000,4
412,197609,5,8,7,818,824,0.135514019000000,5
410,197610,5,8,7,818,820,0.205607477000000,5
411,197611,6,7,7,644,820,0.214953271000000,6
451,197612,6,8,7,826,902,0.322429907000000,6
432,197613,7,8,6,818,840,0.228971963000000,6
432,197614,7,7,6,818,840,0.228971963000000,6
432,197616,7,8,7,818,840,0.228971963000000,7
446,197617,6,8,6,820,892,0.140186916000000,6
797,197619,5,7,7,1554,1591,0.000000000000000,5
572,197620,6,8,7,1138,1144,0.065420561000000,6
571,197621,5,8,7,1138,1142,0.158878505000000,5
291,197622,5,7,7,540,581,0.121495327000000,5
411,197623,7,8,7,644,820,0.214953271000000,7
413,197624,6,8,7,824,826,0.261682243000000,6
505,197625,6,8,6,826,1008,0.116822430000000,6
445,197626,7,7,6,824,890,0.051401869000000,6
505,197627,6,8,6,826,1008,0.116822430000000,6
445,197628,6,8,7,824,890,0.051401869000000,6
505,197629,7,8,7,826,1008,0.116822430000000,7
432,197630,7,7,6,818,840,0.228971963000000,6
411,197631,7,8,7,644,820,0.214953271000000,7
431,197632,6,8,6,824,861,0.168224299000000,6
109,197633,N,N,N,192,207,0.158878505000000,0
234,197634,7,8,7,362,464,0.163551402000000,7
561,197639,4,7,7,1014,1058,0.247663551000000,4
561,197640,6,7,7,1014,1058,0.247663551000000,6
505,197641,7,7,6,826,1008,0.116822430000000,6
505,197642,6,8,7,826,1008,0.116822430000000,6
421,197643,6,8,6,560,840,0.210280374000000,6
421,197644,7,7,6,560,840,0.210280374000000,6
421,197645,7,8,6,560,840,0.210280374000000,6
381,197646,6,8,6,566,762,0.088785047000000,6
421,197647,7,8,6,560,840,0.210280374000000,6
560,197648,6,7,6,1005,1048,0.210280374000000,6
164,197649,5,8,6,209,327,0.126168224000000,5
164,197650,7,8,6,209,327,0.126168224000000,6
161,197651,5,8,6,220,322,0.060747664000000,5
670,197652,6,7,6,1339,1340,0.369158879000000,6
670,197653,7,8,6,1339,1340,0.369158879000000,6
660,197654,7,8,6,1314,1320,0.172897196000000,6
560,197655,6,8,7,1005,1048,0.210280374000000,6
561,197656,6,8,7,1014,1058,0.247663551000000,6
502,197657,6,7,7,972,1004,0.051401869000000,6
502,197658,6,8,7,972,1004,0.051401869000000,6
505,197659,5,8,7,826,1008,0.116822430000000,5
502,197660,6,8,7,972,1004,0.051401869000000,6
308,197662,6,8,7,445,615,0.000000000000000,6
306,197663,7,8,7,450,612,0.000000000000000,7
308,197664,6,8,7,445,615,0.000000000000000,6
306,197665,6,8,7,450,612,0.000000000000000,6
308,197666,7,8,7,445,615,0.000000000000000,7
221,197667,6,8,7,322,442,0.009345794000000,6
221,197668,6,7,7,322,442,0.009345794000000,6
221,197669,7,8,7,322,442,0.009345794000000,7
226,197670,7,8,7,442,450,0.112149533000000,7
227,197671,7,8,7,453,454,0.000000000000000,7
227,197672,6,8,7,453,454,0.000000000000000,6
505,197673,6,7,6,826,1008,0.116822430000000,6
505,197674,6,7,6,826,1008,0.116822430000000,6
445,197675,7,8,6,824,890,0.051401869000000,6
505,197676,7,8,6,826,1008,0.116822430000000,6
432,197677,6,8,6,818,840,0.228971963000000,6
433,197678,6,8,7,846,861,0.014018692000000,6
486,197680,5,8,7,890,972,0.182242991000000,5
505,197681,7,8,7,826,1008,0.116822430000000,7
486,197682,6,8,6,890,972,0.182242991000000,6
806,197684,6,8,7,1592,1605,0.000000000000000,6
318,197688,6,8,7,494,617,0.070093458000000,6
320,197691,6,8,7,628,640,0.004672897000000,6
49,197692,6,8,7,45,78,0.121495327000000,6
787,197693,6,8,6,1504,1574,0.186915888000000,6
755,197694,7,8,7,1348,1510,0.224299065000000,7
755,197695,7,8,7,1348,1510,0.224299065000000,7
752,197696,7,8,7,1354,1504,0.098130841000000,7
755,197697,7,8,7,1348,1510,0.224299065000000,7
752,197698,7,8,7,1354,1504,0.098130841000000,7
505,197699,7,8,7,826,1008,0.116822430000000,7
755,197700,7,7,7,1348,1510,0.224299065000000,7
752,197701,7,7,7,1354,1504,0.098130841000000,7
500,197702,7,8,7,948,998,0.126168224000000,7
500,197703,7,8,7,948,998,0.126168224000000,7
755,197704,7,8,7,1348,1510,0.224299065000000,7
790,197705,7,8,7,1510,1580,0.000000000000000,7
667,197706,7,8,7,1328,1334,0.191588785000000,7
817,197707,6,8,7,1522,1634,0.191588785000000,6
787,197708,7,8,7,1504,1574,0.186915888000000,7
817,197709,6,8,7,1522,1634,0.191588785000000,6
821,197710,6,8,7,1574,1637,0.186915888000000,6
669,197711,7,8,7,1294,1334,0.098130841000000,7
669,197712,7,8,7,1294,1334,0.098130841000000,7
669,197713,7,8,7,1294,1334,0.098130841000000,7
666,197714,7,8,7,1316,1328,0.214953271000000,7
666,197715,7,8,7,1316,1328,0.214953271000000,7
50,197716,7,8,7,41,88,0.130841121000000,7
50,197717,7,8,7,41,88,0.130841121000000,7
49,197718,7,8,7,45,78,0.121495327000000,7
50,197719,7,8,7,41,88,0.130841121000000,7
50,197720,7,8,7,41,88,0.130841121000000,7
49,197721,7,8,7,45,78,0.121495327000000,7
49,197722,7,8,7,45,78,0.121495327000000,7
49,197723,6,8,7,45,78,0.121495327000000,6
50,197724,7,8,7,41,88,0.130841121000000,7
50,197725,7,8,7,41,88,0.130841121000000,7
164,197726,6,8,7,209,327,0.126168224000000,6
161,197727,7,8,7,220,322,0.060747664000000,7
160,197728,7,8,6,162,320,0.000000000000000,6
160,197729,7,8,7,162,320,0.000000000000000,7
159,197730,7,8,7,166,318,0.000000000000000,7
159,197731,7,8,7,166,318,0.000000000000000,7
163,197732,7,8,7,222,322,0.060747664000000,7
163,197733,7,8,7,222,322,0.060747664000000,7
160,197734,7,8,7,162,320,0.000000000000000,7
161,197735,7,8,7,220,322,0.060747664000000,7
209,197736,6,8,7,327,418,0.182242991000000,6
221,197737,6,8,7,322,442,0.009345794000000,6
84,197738,7,8,7,166,167,0.000000000000000,7
81,197739,6,8,7,148,162,0.000000000000000,6
92,197740,7,8,7,166,184,0.000000000000000,7
160,197741,6,8,7,162,320,0.000000000000000,6
159,197742,6,8,7,166,318,0.000000000000000,6
159,197743,6,7,7,166,318,0.000000000000000,6
159,197744,7,7,7,166,318,0.000000000000000,7
82,197745,7,8,7,162,163,0.000000000000000,7
84,197746,7,8,7,166,167,0.000000000000000,7
82,197747,7,8,7,162,163,0.000000000000000,7
84,197748,6,8,7,166,167,0.000000000000000,6
160,197749,6,7,7,162,320,0.000000000000000,6
159,197750,6,7,7,166,318,0.000000000000000,6
82,197751,7,8,7,162,163,0.000000000000000,7
84,197752,7,8,7,166,167,0.000000000000000,7
821,197753,7,7,7,1574,1637,0.186915888000000,7
160,197754,7,8,7,162,320,0.000000000000000,7
159,197755,7,8,7,166,318,0.000000000000000,7
821,197756,7,7,7,1574,1637,0.186915888000000,7
1095,197757,7,8,7,2168,2185,0.205607477000000,7
658,197758,7,8,7,1296,1316,0.074766355000000,7
648,197759,7,8,7,1166,1296,0.158878505000000,7
847,197760,7,8,7,1634,1694,0.275700935000000,7
30,197771,N,N,N,29,58,0.065420561000000,0
318,197773,5,7,5,494,617,0.070093458000000,5
1056,197776,7,7,7,1759,2111,0.000000000000000,7
1056,197780,N,N,N,1759,2111,0.000000000000000,0
81,197781,N,N,N,148,162,0.000000000000000,0
85,197782,N,N,N,169,170,0.000000000000000,0
691,197784,N,N,N,1294,1382,0.294392523000000,0
691,197785,N,N,N,1294,1382,0.294392523000000,0
163,197803,6,6,7,222,322,0.060747664000000,6
873,197818,7,7,7,1651,1741,0.088785047000000,7
873,197819,7,7,7,1651,1741,0.088785047000000,7
925,197820,N,N,N,1767,1850,0.271028037000000,0
925,197821,N,N,N,1767,1850,0.271028037000000,0
871,197838,7,5,7,1697,1741,0.252336449000000,5
74,197863,N,N,N,146,148,0.084112150000000,0
74,197864,N,N,N,146,148,0.084112150000000,0
74,197865,N,N,N,146,148,0.084112150000000,0
451,197882,5,8,7,826,902,0.322429907000000,5
433,197894,N,N,N,846,861,0.014018692000000,0
753,197915,N,N,N,1382,1504,0.228971963000000,0
500,197927,N,N,N,948,998,0.126168224000000,0
500,197928,N,N,N,948,998,0.126168224000000,0
74,197930,N,N,N,146,148,0.084112150000000,0
74,197931,N,N,N,146,148,0.084112150000000,0
163,197944,5,7,7,222,322,0.060747664000000,5
1056,197952,7,8,7,1759,2111,0.000000000000000,7
497,197965,N,N,N,915,993,0.191588785000000,0
1124,197974,N,N,N,2193,2248,0.252336449000000,0
1056,197980,N,N,N,1759,2111,0.000000000000000,0
1056,197981,7,7,7,1759,2111,0.000000000000000,7
1056,197982,N,N,N,1759,2111,0.000000000000000,0
227,197990,N,N,N,453,454,0.000000000000000,0
564,197993,N,N,N,898,954,0.224299065000000,0
432,197999,7,8,7,818,840,0.228971963000000,7
432,198000,N,N,N,818,840,0.228971963000000,0
4663,198007,5,7,6,9322,9326,0.308411215000000,5
3216,198008,6,7,7,5877,6431,0.163551402000000,6
2949,198009,5,7,7,5869,5891,0.163551402000000,5
4251,198010,5,6,7,8501,8502,0.280373832000000,5
3559,198011,6,7,7,6659,7117,0.233644860000000,6
3559,198012,7,7,7,6659,7117,0.233644860000000,7
3912,198013,6,6,4,7392,7731,0.000000000000000,4
3216,198015,6,6,7,5877,6431,0.163551402000000,6
3218,198016,6,6,7,5873,6434,0.168224299000000,6
3218,198018,6,8,7,5873,6434,0.168224299000000,6
3218,198019,5,7,7,5873,6434,0.168224299000000,5
2949,198020,5,8,6,5869,5891,0.163551402000000,5
2933,198021,7,7,7,5148,5866,0.238317757000000,7
2933,198023,6,5,7,5148,5866,0.238317757000000,5
2935,198024,6,5,7,5149,5869,0.228971963000000,5
4612,198025,5,6,6,8539,9223,0.191588785000000,5
4610,198026,6,7,5,8532,9220,0.191588785000000,5
3218,198027,5,7,7,5873,6434,0.168224299000000,5
3216,198029,6,7,7,5877,6431,0.163551402000000,6
3218,198030,5,7,6,5873,6434,0.168224299000000,5
3216,198031,5,6,7,5877,6431,0.163551402000000,5
3216,198032,5,6,7,5877,6431,0.163551402000000,5
3216,198033,5,6,7,5877,6431,0.163551402000000,5
3218,198034,4,7,7,5873,6434,0.168224299000000,4
2897,198035,5,8,7,5043,5793,0.051401869000000,5
4610,198037,6,7,7,8532,9220,0.191588785000000,6
4610,198038,6,7,6,8532,9220,0.191588785000000,6
4610,198039,5,7,7,8532,9220,0.191588785000000,5
4612,198040,3,7,7,8539,9223,0.191588785000000,3
4612,198041,7,8,6,8539,9223,0.191588785000000,6
4610,198042,6,5,6,8532,9220,0.191588785000000,5
2973,198043,6,7,7,5802,5873,0.186915888000000,6
4612,198044,N,N,N,8539,9223,0.191588785000000,0
2902,198045,7,7,7,4353,5802,0.154205607000000,7
2897,198046,7,6,7,5043,5793,0.051401869000000,6
2968,198047,7,7,7,5793,5934,0.126168224000000,7
2897,198048,7,6,7,5043,5793,0.051401869000000,6
2902,198049,7,6,7,4353,5802,0.154205607000000,6
2968,198050,7,8,7,5793,5934,0.126168224000000,7
2902,198051,7,7,7,4353,5802,0.154205607000000,7
2902,198052,7,7,6,4353,5802,0.154205607000000,6
2902,198054,7,6,7,4353,5802,0.154205607000000,6
2902,198055,7,6,7,4353,5802,0.154205607000000,6
2902,198057,6,5,7,4353,5802,0.154205607000000,5
2973,198058,7,7,6,5802,5873,0.186915888000000,6
2968,198059,5,6,6,5793,5934,0.126168224000000,5
2973,198060,7,6,7,5802,5873,0.186915888000000,6
2973,198061,6,8,7,5802,5873,0.186915888000000,6
2973,198062,7,7,7,5802,5873,0.186915888000000,7
2973,198063,5,7,7,5802,5873,0.186915888000000,5
2973,198064,5,6,7,5802,5873,0.186915888000000,5
2973,198065,5,8,7,5802,5873,0.186915888000000,5
2967,198066,5,8,7,5866,5934,0.200934579000000,5
2967,198067,7,6,7,5866,5934,0.200934579000000,6
2967,198068,7,7,7,5866,5934,0.200934579000000,7
3651,198069,6,6,7,7088,7273,0.182242991000000,6
3637,198070,6,7,7,7273,7274,0.191588785000000,6
3651,198071,7,6,7,7088,7273,0.182242991000000,6
3657,198072,7,7,7,7273,7314,0.000000000000000,7
3651,198073,6,6,7,7088,7273,0.182242991000000,6
3651,198075,6,6,7,7088,7273,0.182242991000000,6
3320,198076,7,6,6,6554,6636,0.205607477000000,6
3318,198077,7,6,6,6537,6636,0.088785047000000,6
3346,198078,7,7,7,6682,6692,0.102803738000000,7
3339,198079,6,6,7,6638,6678,0.060747664000000,6
3340,198080,7,6,7,6669,6678,0.102803738000000,6
3345,198081,6,6,7,6672,6689,0.126168224000000,6
3340,198082,6,6,7,6669,6678,0.102803738000000,6
3340,198083,6,6,6,6669,6678,0.102803738000000,6
3335,198084,6,8,7,6669,6670,0.000000000000000,6
3338,198085,5,8,6,6672,6676,0.000000000000000,5
3335,198086,4,6,6,6669,6670,0.000000000000000,4
3651,198087,6,6,7,7088,7273,0.182242991000000,6
3651,198088,6,6,7,7088,7273,0.182242991000000,6
3338,198089,6,7,7,6672,6676,0.000000000000000,6
3338,198090,7,8,7,6672,6676,0.000000000000000,7
3335,198091,7,7,7,6669,6670,0.000000000000000,7
3338,198092,7,6,7,6672,6676,0.000000000000000,6
3335,198093,7,6,7,6669,6670,0.000000000000000,6
3338,198094,7,6,6,6672,6676,0.000000000000000,6
3335,198095,7,7,6,6669,6670,0.000000000000000,6
2960,198096,7,8,7,5877,5892,0.116822430000000,7
2960,198098,7,8,7,5877,5892,0.116822430000000,7
2960,198099,7,7,7,5877,5892,0.116822430000000,7
3651,198101,7,7,7,7088,7273,0.182242991000000,7
3697,198102,N,N,N,7274,7392,0.084112150000000,0
3651,198104,6,6,7,7088,7273,0.182242991000000,6
3651,198108,7,8,7,7088,7273,0.182242991000000,7
2973,198110,7,8,7,5802,5873,0.186915888000000,7
3335,198111,7,8,7,6669,6670,0.000000000000000,7
3338,198112,7,8,7,6672,6676,0.000000000000000,7
3338,198113,6,8,7,6672,6676,0.000000000000000,6
3335,198114,6,8,7,6669,6670,0.000000000000000,6
3338,198115,6,8,8,6672,6676,0.000000000000000,6
3335,198116,6,8,8,6669,6670,0.000000000000000,6
3338,198117,6,8,7,6672,6676,0.000000000000000,6
3335,198118,7,8,7,6669,6670,0.000000000000000,7
3338,198119,7,8,7,6672,6676,0.000000000000000,7
3338,198120,6,8,7,6672,6676,0.000000000000000,6
2973,198121,6,8,7,5802,5873,0.186915888000000,6
2968,198122,7,8,7,5793,5934,0.126168224000000,7
3349,198123,7,7,7,6664,6692,0.116822430000000,7
3338,198124,N,N,N,6672,6676,0.000000000000000,0
3335,198125,6,7,7,6669,6670,0.000000000000000,6
3335,198126,7,7,7,6669,6670,0.000000000000000,7
3216,198127,7,6,7,5877,6431,0.163551402000000,6
3338,198128,6,8,7,6672,6676,0.000000000000000,6
3335,198129,6,8,7,6669,6670,0.000000000000000,6
3338,198130,6,8,7,6672,6676,0.000000000000000,6
3335,198131,6,8,7,6669,6670,0.000000000000000,6
3338,198132,6,8,8,6672,6676,0.000000000000000,6
3335,198133,6,8,8,6669,6670,0.000000000000000,6
3335,198134,7,8,7,6669,6670,0.000000000000000,7
3338,198135,7,7,7,6672,6676,0.000000000000000,7
3338,198136,7,8,7,6672,6676,0.000000000000000,7
3338,198137,7,8,7,6672,6676,0.000000000000000,7
3335,198138,6,8,7,6669,6670,0.000000000000000,6
3338,198139,6,8,7,6672,6676,0.000000000000000,6
3335,198140,7,8,7,6669,6670,0.000000000000000,7
3330,198141,6,8,6,6659,6660,0.000000000000000,6
3330,198142,6,8,7,6659,6660,0.000000000000000,6
3335,198143,7,8,6,6669,6670,0.000000000000000,6
4674,198144,4,6,7,9326,9348,0.308411215000000,4
4675,198145,5,7,7,9326,9348,0.308411215000000,5
3338,198146,6,7,7,6672,6676,0.000000000000000,6
3338,198147,6,8,6,6672,6676,0.000000000000000,6
3335,198148,7,7,7,6669,6670,0.000000000000000,7
2973,198149,7,7,7,5802,5873,0.186915888000000,7
4674,198150,N,N,N,9326,9348,0.308411215000000,0
4674,198151,N,N,N,9326,9348,0.308411215000000,0
3218,198153,7,8,7,5873,6434,0.168224299000000,7
3216,198154,7,8,7,5877,6431,0.163551402000000,7
3216,198155,7,8,7,5877,6431,0.163551402000000,7
3218,198156,7,8,7,5873,6434,0.168224299000000,7
3218,198157,7,7,7,5873,6434,0.168224299000000,7
3216,198158,7,7,7,5877,6431,0.163551402000000,7
4252,198168,5,6,6,8502,8504,0.084112150000000,5
3338,198169,5,8,6,6672,6676,0.000000000000000,5
1154,198268,7,7,7,2252,2308,0.280373832000000,7
1157,198269,7,7,7,2213,2314,0.242990654000000,7
2450,198270,7,7,7,4590,4899,0.065420561000000,7
2466,198271,7,7,7,4598,4932,0.285046729000000,7
1563,198272,4,7,7,3118,3124,0.032710280000000,4
1564,198273,4,7,7,3124,3128,0.000000000000000,4
1179,198274,7,7,7,2314,2356,0.425233645000000,7
1183,198275,7,7,7,2308,2362,0.242990654000000,7
1190,198276,7,7,7,2356,2380,0.336448598000000,7
1194,198277,7,7,7,2362,2387,0.406542056000000,7
1190,198278,7,7,7,2356,2380,0.336448598000000,7
1194,198279,7,7,7,2362,2387,0.406542056000000,7
1190,198280,6,5,5,2356,2380,0.336448598000000,5
1194,198281,6,5,4,2362,2387,0.406542056000000,4
1699,198282,7,7,7,3118,3396,0.275700935000000,7
1695,198283,7,7,7,3124,3388,0.303738318000000,7
1699,198284,7,7,7,3118,3396,0.275700935000000,7
2295,198285,7,7,7,3388,4590,0.214953271000000,7
2295,198286,7,7,7,3388,4590,0.214953271000000,7
2281,198288,7,7,7,4541,4562,0.000000000000000,7
1702,198289,6,7,7,3396,3404,0.000000000000000,6
2303,198290,6,7,7,4580,4606,0.000000000000000,6
2281,198291,7,7,7,4541,4562,0.000000000000000,7
2281,198292,5,8,7,4541,4562,0.000000000000000,5
2281,198293,3,6,7,4541,4562,0.000000000000000,3
2281,198294,6,8,7,4541,4562,0.000000000000000,6
2281,198295,6,8,7,4541,4562,0.000000000000000,6
2303,198296,6,8,7,4580,4606,0.000000000000000,6
2301,198297,7,7,7,4541,4598,0.233644860000000,7
2296,198298,7,7,7,4580,4590,0.233644860000000,7
2303,198299,6,4,7,4580,4606,0.000000000000000,4
1559,198300,6,5,7,2387,3118,0.177570093000000,5
2303,198301,N,N,N,4580,4606,0.000000000000000,0
1559,198304,7,7,7,2387,3118,0.177570093000000,7
1562,198305,7,7,7,2412,3124,0.261682243000000,7
1559,198306,6,7,7,2387,3118,0.177570093000000,6
1559,198307,7,7,7,2387,3118,0.177570093000000,7
1157,198310,7,8,7,2213,2314,0.242990654000000,7
1155,198311,7,8,7,2303,2308,0.266355140000000,7
1183,198312,7,8,7,2308,2362,0.242990654000000,7
1183,198313,7,8,7,2308,2362,0.242990654000000,7
1194,198314,6,8,7,2362,2387,0.406542056000000,6
1559,198315,5,8,7,2387,3118,0.177570093000000,5
1559,198316,7,8,7,2387,3118,0.177570093000000,7
1398,198317,5,8,7,2412,2791,0.383177570000000,5
1206,198318,5,8,7,2408,2412,0.490654206000000,5
1398,198319,4,8,7,2412,2791,0.383177570000000,4
1395,198320,5,8,7,2408,2789,0.116822430000000,5
1395,198321,7,8,7,2408,2789,0.116822430000000,7
1398,198322,5,8,7,2412,2791,0.383177570000000,5
1398,198323,5,8,7,2412,2791,0.383177570000000,5
1398,198324,7,8,7,2412,2791,0.383177570000000,7
1395,198325,7,8,7,2408,2789,0.116822430000000,7
1398,198326,7,8,7,2412,2791,0.383177570000000,7
1395,198327,7,8,7,2408,2789,0.116822430000000,7
1398,198328,6,8,7,2412,2791,0.383177570000000,6
1395,198329,7,8,7,2408,2789,0.116822430000000,7
1398,198330,7,8,7,2412,2791,0.383177570000000,7
1395,198331,7,8,7,2408,2789,0.116822430000000,7
1395,198332,6,8,7,2408,2789,0.116822430000000,6
1395,198333,6,8,7,2408,2789,0.116822430000000,6
1398,198334,7,8,7,2412,2791,0.383177570000000,7
1395,198335,5,8,7,2408,2789,0.116822430000000,5
1559,198336,6,8,7,2387,3118,0.177570093000000,6
2290,198337,5,7,7,3396,4580,0.210280374000000,5
2290,198338,5,8,7,3396,4580,0.210280374000000,5
1183,198339,N,N,N,2308,2362,0.242990654000000,0
1398,198340,N,N,N,2412,2791,0.383177570000000,0
2290,198341,6,8,7,3396,4580,0.210280374000000,6
2290,198342,6,8,7,3396,4580,0.210280374000000,6
2290,198343,6,8,7,3396,4580,0.210280374000000,6
2290,198344,7,8,7,3396,4580,0.210280374000000,7
2290,198345,7,8,7,3396,4580,0.210280374000000,7
2290,198349,N,N,N,3396,4580,0.210280374000000,0
1183,198350,7,8,7,2308,2362,0.242990654000000,7
1395,198352,7,8,7,2408,2789,0.116822430000000,7
2450,198353,6,8,7,4590,4899,0.065420561000000,6
2290,198355,5,8,7,3396,4580,0.210280374000000,5
1559,198358,7,8,7,2387,3118,0.177570093000000,7
2303,198359,7,8,7,4580,4606,0.000000000000000,7
1150,198387,N,N,N,2250,2299,0.000000000000000,0
1179,198407,N,N,N,2314,2356,0.425233645000000,0
1559,198425,N,N,N,2387,3118,0.177570093000000,0
1183,198435,6,8,7,2308,2362,0.242990654000000,6
1152,198442,6,6,7,2248,2303,0.261682243000000,6
1513,198455,7,7,7,2384,3026,0.158878505000000,7
591,198467,7,6,7,677,1181,0.443925234000000,6
588,198468,7,7,7,674,1176,0.163551402000000,7
588,198469,7,7,7,674,1176,0.163551402000000,7
