XCoord,YCoord,START_NODE,END_NODE,EDGE
-117.99239200,33.77101300,3176,3220,1615
-117.99239200,33.77101300,3176,3220,1616
-117.99226600,33.77118900,3181,3173,1591
-117.99226600,33.77118900,3181,3184,1593
-117.99226600,33.77118900,3181,3184,1594
-117.99226600,33.77118900,3181,3316,1658
-117.99226600,33.77118900,3181,3316,1659
-117.99226600,33.77118900,3181,3539,1770
-117.99247600,33.77119700,3184,3176,1592
-117.99247600,33.77119700,3184,3181,1593
-117.99247600,33.77119700,3184,3181,1594
-117.99247600,33.77119700,3184,3239,1625
-117.99247600,33.77119700,3184,3239,1626
-117.99247600,33.77119700,3184,3698,1849
-118.20700000,33.77159500,3189,3165,1595
-118.20700000,33.77159500,3189,3191,1596
-118.20700000,33.77159500,3189,3273,1637
-118.20700000,33.77159500,3189,3273,1638
-118.20735600,33.76715200,3191,3189,1596
-116.97185900,33.77294700,3193,3129,1597
-116.97185900,33.77294700,3193,3509,1755
-116.97185900,33.77294700,3193,3509,1756
-118.20710300,33.77301500,3195,3170,1598
-118.20710300,33.77301500,3195,3170,1599
-118.20710300,33.77301500,3195,3455,1730
-118.09705700,33.77419200,3199,3200,1600
-118.09705700,33.77419200,3199,3200,1601
-118.09705700,33.77419200,3199,3253,1627
-118.09396400,33.77420000,3200,3199,1600
-118.09396400,33.77420000,3200,3199,1601
-118.09396400,33.77420000,3200,3204,1609
-118.04973000,33.77424000,3203,3204,1602
-118.04973000,33.77424000,3203,3204,1603
-118.04973000,33.77424000,3203,3212,1606
-118.04973000,33.77424000,3203,3212,1613
-118.04973000,33.77424000,3203,3212,1614
-118.08353000,33.77431000,3204,3203,1602
-118.08353000,33.77431000,3204,3203,1603
-118.08353000,33.77431000,3204,3200,1609
-118.08353000,33.77431000,3204,3234,1618
-118.08353000,33.77431000,3204,3234,1619
-118.09705600,33.77437600,3207,3208,1604
-118.09705600,33.77437600,3207,3208,1605
-118.09705600,33.77437600,3207,3234,1617
-118.09753800,33.77436900,3208,3207,1604
-118.09753800,33.77436900,3208,3207,1605
-118.09753800,33.77436900,3208,3253,1628
-118.04251500,33.77446100,3212,3203,1606
-118.04251500,33.77446100,3212,3004,1607
-118.04251500,33.77446100,3212,3004,1608
-118.04251500,33.77446100,3212,3220,1610
-118.04251500,33.77446100,3212,3220,1611
-118.04251500,33.77446100,3212,3203,1613
-118.04251500,33.77446100,3212,3203,1614
-118.04208800,33.77454400,3220,3212,1610
-118.04208800,33.77454400,3220,3212,1611
-118.04208800,33.77454400,3220,3014,1612
-118.04208800,33.77454400,3220,3176,1615
-118.04208800,33.77454400,3220,3176,1616
-118.04208800,33.77454400,3220,3239,1621
-118.08638000,33.77471700,3234,3207,1617
-118.08638000,33.77471700,3234,3204,1618
-118.08638000,33.77471700,3234,3204,1619
-118.08638000,33.77471700,3234,3244,1622
-118.08638000,33.77471700,3234,3572,1787
-118.08638000,33.77471700,3234,3572,1788
-118.04611000,33.77473600,3239,3240,1620
-118.04611000,33.77473600,3239,3220,1621
-118.04611000,33.77473600,3239,3184,1625
-118.04611000,33.77473600,3239,3184,1626
-118.07864000,33.77453000,3240,3239,1620
-118.07864000,33.77453000,3240,3244,1623
-118.07864000,33.77453000,3240,3244,1624
-118.08568500,33.77488400,3244,3234,1622
-118.08568500,33.77488400,3244,3240,1623
-118.08568500,33.77488400,3244,3240,1624
-118.08568500,33.77488400,3244,3584,1793
-118.12256600,33.77532100,3253,3199,1627
-118.12256600,33.77532100,3253,3208,1628
-118.12256600,33.77532100,3253,3257,1630
-118.12270000,33.77532200,3257,3105,1629
-118.12270000,33.77532200,3257,3253,1630
-118.12270000,33.77532200,3257,3428,1714
-116.45111100,33.77576400,3261,2964,1631
-116.45111100,33.77576400,3261,2995,1632
-116.45111100,33.77576400,3261,2995,1633
-116.45111100,33.77576400,3261,3867,1934
-116.45111100,33.77576400,3261,3867,1935
-118.30905600,33.77587800,3268,3085,1634
-118.30905600,33.77587800,3268,3085,1635
-118.30905600,33.77587800,3268,3085,1636
-118.30905600,33.77587800,3268,3409,1705
-118.30905600,33.77587800,3268,3409,1706
-118.20683100,33.77713800,3273,3189,1637
-118.20683100,33.77713800,3273,3189,1638
-118.20683100,33.77713800,3273,3461,1733
-117.87601900,33.77892700,3277,3047,1639
-117.87601900,33.77892700,3277,3047,1640
-117.87601900,33.77892700,3277,3282,1641
-117.87601900,33.77892700,3277,3282,1642
-117.87601900,33.77892700,3277,3296,1652
-117.87601900,33.77892700,3277,3296,1653
-117.87601900,33.77892700,3277,3311,1656
-117.87601900,33.77892700,3277,3311,1657
-117.83318000,33.77561800,3282,3277,1641
-117.83318000,33.77561800,3282,3277,1642
-117.87677500,33.77893000,3285,3035,1643
-117.87677500,33.77893000,3285,3288,1644
-117.87677500,33.77893000,3285,3288,1645
-117.87677500,33.77893000,3285,3173,1654
-117.87677500,33.77893000,3285,3173,1655
-117.87677500,33.77893000,3285,3316,1660
-117.87654200,33.77893200,3288,3285,1644
-117.87654200,33.77893200,3288,3285,1645
-117.87654200,33.77893200,3288,3292,1646
-117.87654200,33.77893200,3288,3292,1647
-117.87654200,33.77893200,3288,3296,1648
-117.87654200,33.77893200,3288,3296,1649
-117.87654200,33.77893200,3288,3334,1669
-117.87654200,33.77893200,3288,3334,1670
-117.84574000,33.75140700,3292,3288,1646
-117.84574000,33.75140700,3292,3288,1647
-117.87626500,33.77893300,3296,3288,1648
-117.87626500,33.77893300,3296,3288,1649
-117.87626500,33.77893300,3296,3299,1650
-117.87626500,33.77893300,3296,3299,1651
-117.87626500,33.77893300,3296,3277,1652
-117.87626500,33.77893300,3296,3277,1653
-117.87626500,33.77893300,3296,3326,1663
-117.87626500,33.77893300,3296,3326,1664
-117.84577800,33.75164900,3299,3296,1650
-117.84577800,33.75164900,3299,3296,1651
-117.87616800,33.77909400,3311,3277,1656
-117.87616800,33.77909400,3311,3277,1657
-117.87616800,33.77909400,3311,3322,1661
-117.87616800,33.77909400,3311,3322,1662
-117.87616800,33.77909400,3311,3326,1665
-117.87616800,33.77909400,3311,3326,1666
-117.87616800,33.77909400,3311,3798,1900
-117.87616800,33.77909400,3311,3798,1901
-117.87696000,33.77909600,3316,3181,1658
-117.87696000,33.77909600,3316,3181,1659
-117.87696000,33.77909600,3316,3285,1660
-117.87696000,33.77909600,3316,3334,1667
-117.87696000,33.77909600,3316,3334,1668
-117.87696000,33.77909600,3316,3786,1894
-117.83395600,33.77780000,3322,3311,1661
-117.83395600,33.77780000,3322,3311,1662
-117.87643000,33.77910000,3326,3296,1663
-117.87643000,33.77910000,3326,3296,1664
-117.87643000,33.77910000,3326,3311,1665
-117.87643000,33.77910000,3326,3311,1666
-117.87643000,33.77910000,3326,3334,1671
-117.87643000,33.77910000,3326,3334,1672
-117.87643000,33.77910000,3326,3350,1675
-117.87643000,33.77910000,3326,3350,1676
-117.87672100,33.77910100,3334,3316,1667
-117.87672100,33.77910100,3334,3316,1668
-117.87672100,33.77910100,3334,3288,1669
-117.87672100,33.77910100,3334,3288,1670
-117.87672100,33.77910100,3334,3326,1671
-117.87672100,33.77910100,3334,3326,1672
-117.87672100,33.77910100,3334,3345,1673
-117.87672100,33.77910100,3334,3345,1674
-117.87682200,33.77921500,3345,3334,1673
-117.87682200,33.77921500,3345,3334,1674
-117.87663100,33.77930800,3350,3326,1675
-117.87663100,33.77930800,3350,3326,1676
-118.40765500,33.74944100,3353,3354,1677
-118.40765500,33.74944100,3353,3354,1678
-118.37827900,33.77688300,3354,3353,1677
-118.37827900,33.77688300,3354,3353,1678
-118.24173800,33.78108600,3357,3358,1679
-118.24173800,33.78108600,3357,3359,1680
-118.24173800,33.78108600,3357,3420,1710
-118.24082000,33.77630500,3358,3357,1679
-118.24068300,33.77640100,3359,3357,1680
-117.24129600,33.78227700,3361,2835,1681
-117.24129600,33.78227700,3361,3363,1684
-117.24129600,33.78227700,3361,3363,1685
-117.21850500,33.78238500,3363,3364,1682
-117.21850500,33.78238500,3363,3364,1683
-117.21850500,33.78238500,3363,3361,1684
-117.21850500,33.78238500,3363,3361,1685
-117.21850500,33.78238500,3363,3388,1694
-117.21468400,33.78238600,3364,3363,1682
-117.21468400,33.78238600,3364,3363,1683
-117.74781900,33.78289700,3372,2922,1686
-117.74781900,33.78289700,3372,2922,1687
-117.74781900,33.78289700,3372,2920,1688
-117.74781900,33.78289700,3372,2920,1689
-117.74781900,33.78289700,3372,3380,1690
-117.74781900,33.78289700,3372,3380,1691
-117.74781900,33.78289700,3372,3414,1708
-117.74781900,33.78289700,3372,3414,1709
-117.74676900,33.78373200,3380,3372,1690
-117.74676900,33.78373200,3380,3372,1691
-117.74676900,33.78373200,3380,2972,1692
-117.74676900,33.78373200,3380,2972,1693
-117.74676900,33.78373200,3380,3421,1711
-117.74676900,33.78373200,3380,3421,1712
-117.74676900,33.78373200,3380,3421,1713
-117.21618700,33.78382000,3388,3363,1694
-117.21618700,33.78382000,3388,3124,1695
-117.21618700,33.78382000,3388,3396,1698
-117.21618700,33.78382000,3388,4590,2295
-116.95886500,33.78390700,3391,3066,1696
-116.95886500,33.78390700,3391,3066,1697
-116.95886500,33.78390700,3391,3402,1701
-116.95886500,33.78390700,3391,3509,1757
-116.95886500,33.78390700,3391,3509,1758
-117.21608900,33.78391900,3396,3388,1698
-117.21608900,33.78391900,3396,3118,1699
-117.21608900,33.78391900,3396,3118,1700
-117.21608900,33.78391900,3396,3404,1702
-117.21608900,33.78391900,3396,4580,2290
-117.21608900,33.78391900,3396,4580,2291
-116.95875700,33.78391900,3402,3391,1701
-117.21559400,33.78443700,3404,3396,1702
-118.36807300,33.78446300,3405,3406,1703
-118.36807300,33.78446300,3405,3406,1704
-118.36807300,33.78446300,3405,3565,1783
-118.37818100,33.77682500,3406,3405,1703
-118.37818100,33.77682500,3406,3405,1704
-118.30874700,33.78582900,3409,3268,1705
-118.30874700,33.78582900,3409,3268,1706
-118.30874700,33.78582900,3409,3429,1715
-118.30874700,33.78582900,3409,3429,1716
-118.30874700,33.78582900,3409,3433,1719
-117.74602500,33.78593100,3414,2946,1707
-117.74602500,33.78593100,3414,3372,1708
-117.74602500,33.78593100,3414,3372,1709
-117.74602500,33.78593100,3414,3854,1927
-118.24260500,33.78650000,3420,3357,1710
-118.24260500,33.78650000,3420,3490,1745
-118.24260500,33.78650000,3420,3490,1746
-117.74285800,33.78773800,3421,3380,1711
-117.74285800,33.78773800,3421,3380,1712
-117.74285800,33.78773800,3421,3380,1713
-117.74285800,33.78773800,3421,3781,1891
-117.74285800,33.78773800,3421,3781,1892
-118.14159100,33.78929300,3428,3257,1714
-118.14159100,33.78929300,3428,3440,1720
-118.14159100,33.78929300,3428,3442,1721
-118.30766500,33.78946800,3429,3409,1715
-118.30766500,33.78946800,3429,3409,1716
-118.30766500,33.78946800,3429,3433,1717
-118.30766500,33.78946800,3429,3433,1718
-118.30766500,33.78946800,3429,3559,1781
-118.30766500,33.78946800,3429,3559,1782
-118.30766500,33.78946800,3429,3691,1846
-118.30766500,33.78946800,3429,3691,1847
-118.30753400,33.78946800,3433,3429,1717
-118.30753400,33.78946800,3433,3429,1718
-118.30753400,33.78946800,3433,3409,1719
-118.30753400,33.78946800,3433,3479,1743
-118.30753400,33.78946800,3433,3479,1744
-118.30753400,33.78946800,3433,3691,1848
-118.14186400,33.78970200,3440,3428,1720
-118.14313600,33.78974300,3442,3428,1721
-118.14313600,33.78974300,3442,3443,1722
-118.14313600,33.78974300,3442,3468,1735
-118.14420900,33.78983500,3443,3442,1722
-118.14420900,33.78983500,3443,3468,1734
-118.14420900,33.78983500,3443,3461,1736
-118.14420900,33.78983500,3443,3461,1737
-118.22505300,33.78985400,3446,3147,1723
-118.22505300,33.78985400,3446,3147,1724
-118.22505300,33.78985400,3446,3449,1725
-118.22505300,33.78985400,3446,3449,1726
-118.22505300,33.78985400,3446,3490,1749
-118.22505300,33.78985400,3446,3490,1750
-118.22505300,33.78985400,3446,3556,1778
-118.22505300,33.78985400,3446,3556,1779
-118.22493000,33.78985500,3449,3446,1725
-118.22493000,33.78985500,3449,3446,1726
-118.22493000,33.78985500,3449,3155,1727
-118.22493000,33.78985500,3449,3455,1728
-118.22493000,33.78985500,3449,3455,1729
-118.22493000,33.78985500,3449,3554,1777
-118.20794200,33.78988800,3455,3449,1728
-118.20794200,33.78988800,3455,3449,1729
-118.20794200,33.78988800,3455,3195,1730
-118.20794200,33.78988800,3455,3461,1731
-118.20794200,33.78988800,3455,3461,1732
-118.20794200,33.78988800,3455,3666,1833
-118.20776400,33.78990400,3461,3455,1731
-118.20776400,33.78990400,3461,3455,1732
-118.20776400,33.78990400,3461,3273,1733
-118.20776400,33.78990400,3461,3443,1736
-118.20776400,33.78990400,3461,3443,1737
-118.20776400,33.78990400,3461,3659,1830
-118.14311600,33.79009700,3468,3443,1734
-118.14311600,33.79009700,3468,3442,1735
-118.14311600,33.79009700,3468,3578,1789
-118.28192500,33.79055400,3475,3099,1738
-118.28192500,33.79055400,3475,3099,1739
-118.28192500,33.79055400,3475,3479,1741
-118.28192500,33.79055400,3475,3479,1742
-118.28192500,33.79055400,3475,3490,1747
-118.28192500,33.79055400,3475,3490,1748
-118.28192500,33.79055400,3475,3789,1895
-118.28192500,33.79055400,3475,3789,1896
-118.28219300,33.79058500,3479,3480,1740
-118.28219300,33.79058500,3479,3475,1741
-118.28219300,33.79058500,3479,3475,1742
-118.28219300,33.79058500,3479,3433,1743
-118.28219300,33.79058500,3479,3433,1744
-118.28219300,33.79058500,3479,3501,1751
-118.29239100,33.74667700,3480,3479,1740
-118.24083200,33.79129100,3490,3420,1745
-118.24083200,33.79129100,3490,3420,1746
-118.24083200,33.79129100,3490,3475,1747
-118.24083200,33.79129100,3490,3475,1748
-118.24083200,33.79129100,3490,3446,1749
-118.24083200,33.79129100,3490,3446,1750
-118.24083200,33.79129100,3490,3522,1761
-118.24083200,33.79129100,3490,3522,1762
-118.28353300,33.79321000,3501,3479,1751
-118.28353300,33.79321000,3501,3803,1902
-118.28353300,33.79321000,3501,3803,1903
-118.34945700,33.79360500,3503,3504,1752
-118.34945700,33.79360500,3503,3505,1753
-118.34945700,33.79360500,3503,3505,1754
-118.40493800,33.74898700,3504,3503,1752
-118.34932700,33.79374900,3505,3503,1753
-118.34932700,33.79374900,3505,3503,1754
-118.34932700,33.79374900,3505,3559,1780
-116.97151700,33.79440100,3509,3193,1755
-116.97151700,33.79440100,3509,3193,1756
-116.97151700,33.79440100,3509,3391,1757
-116.97151700,33.79440100,3509,3391,1758
-116.97151700,33.79440100,3509,3613,1807
-116.97151700,33.79440100,3509,3613,1808
-118.09158800,33.78477300,3517,3518,1759
-118.09158800,33.78477300,3517,3518,1760
-118.08682300,33.79593500,3518,3517,1759
-118.08682300,33.79593500,3518,3517,1760
-118.08682300,33.79593500,3518,4000,2000
-118.23757400,33.80022800,3522,3490,1761
-118.23757400,33.80022800,3522,3490,1762
-118.23757400,33.80022800,3522,3610,1805
-118.23757400,33.80022800,3522,3610,1806
-118.23757400,33.80022800,3522,3645,1823
-117.89213400,33.80138600,3525,3526,1763
-117.89213500,33.80162900,3526,3525,1763
-117.89213500,33.80162900,3526,3527,1764
-117.89213500,33.80162900,3526,3534,1767
-117.89357700,33.80163100,3527,3526,1764
-117.89357700,33.80163100,3527,3530,1766
-117.89357700,33.80163100,3527,3536,1768
-117.89481500,33.80138600,3529,3530,1765
-117.89479200,33.80163300,3530,3529,1765
-117.89479200,33.80163300,3530,3527,1766
-117.89479200,33.80163300,3530,3550,1775
-117.89213900,33.80210800,3534,3526,1767
-117.89213900,33.80210800,3534,3536,1769
-117.89213900,33.80210800,3534,3548,1774
-117.89357200,33.80211600,3536,3527,1768
-117.89357200,33.80211600,3536,3534,1769
-117.89357200,33.80211600,3536,3552,1776
-117.99303000,33.80292000,3539,3181,1770
-117.99303000,33.80292000,3539,3542,1771
-117.99303000,33.80292000,3539,3542,1772
-117.99303000,33.80292000,3539,3542,1773
-117.99303000,33.80298000,3542,3539,1771
-117.99303000,33.80298000,3542,3539,1772
-117.99303000,33.80298000,3542,3539,1773
-117.99303000,33.80298000,3542,3699,1850
-117.99303000,33.80298000,3542,3699,1851
-117.89048500,33.80310700,3548,3534,1774
-117.89480600,33.80312000,3550,3530,1775
-117.89345600,33.80334300,3552,3536,1776
-118.22062500,33.80437300,3554,3449,1777
-118.22072100,33.80437400,3556,3446,1778
-118.22072100,33.80437400,3556,3446,1779
-118.35099900,33.80502500,3559,3505,1780
-118.35099900,33.80502500,3559,3429,1781
-118.35099900,33.80502500,3559,3429,1782
-118.35099900,33.80502500,3559,3565,1784
-118.35099900,33.80502500,3559,3565,1785
-118.35099900,33.80502500,3559,4057,2029
-118.35117000,33.80509300,3565,3405,1783
-118.35117000,33.80509300,3565,3559,1784
-118.35117000,33.80509300,3565,3559,1785
-118.35117000,33.80509300,3565,3596,1798
-118.35117000,33.80509300,3565,3596,1799
-118.35117000,33.80509300,3565,3845,1923
-118.14239300,33.79044800,3571,3572,1786
-118.14252200,33.80563500,3572,3571,1786
-118.14252200,33.80563500,3572,3234,1787
-118.14252200,33.80563500,3572,3234,1788
-118.14252200,33.80563500,3572,3578,1790
-118.14252200,33.80563500,3572,3578,1791
-118.14252200,33.80563500,3572,3584,1792
-118.14265900,33.80566500,3578,3468,1789
-118.14265900,33.80566500,3578,3572,1790
-118.14265900,33.80566500,3578,3572,1791
-118.14265900,33.80566500,3578,3588,1794
-118.14265900,33.80566500,3578,3659,1831
-118.14265900,33.80566500,3578,3659,1832
-118.14250400,33.80586800,3584,3572,1792
-118.14250400,33.80586800,3584,3244,1793
-118.14250400,33.80586800,3584,3588,1795
-118.14250400,33.80586800,3584,3920,1960
-118.14263000,33.80589600,3588,3578,1794
-118.14263000,33.80589600,3588,3584,1795
-118.14263000,33.80589600,3588,3620,1810
-118.14263000,33.80589600,3588,3742,1871
-118.08126400,33.80654700,3591,3592,1796
-118.08126400,33.80654700,3591,3592,1797
-118.08126400,33.80654700,3591,3997,1999
-118.08932700,33.78868900,3592,3591,1796
-118.08932700,33.78868900,3592,3591,1797
-118.35746500,33.80753900,3596,3565,1798
-118.35746500,33.80753900,3596,3565,1799
-118.35746500,33.80753900,3596,3600,1800
-118.35746500,33.80753900,3596,3600,1801
-118.35746500,33.80753900,3596,3603,1803
-118.35746500,33.80753900,3596,3603,1804
-118.35778400,33.80760200,3600,3596,1800
-118.35778400,33.80760200,3600,3596,1801
-118.35778400,33.80760200,3600,3603,1802
-118.35778400,33.80760200,3600,3622,1811
-118.35778500,33.80773000,3603,3600,1802
-118.35778500,33.80773000,3603,3596,1803
-118.35778500,33.80773000,3603,3596,1804
-118.35778500,33.80773000,3603,3623,1814
-118.23462500,33.80788300,3610,3522,1805
-118.23462500,33.80788300,3610,3522,1806
-118.23462500,33.80788300,3610,3643,1822
-116.97207200,33.81170000,3613,3509,1807
-116.97207200,33.81170000,3613,3509,1808
-116.97207200,33.81170000,3613,3617,1809
-116.97208200,33.81252000,3617,3613,1809
-116.97208200,33.81252000,3617,3637,1819
-116.97208200,33.81252000,3617,3637,1820
-118.17073600,33.81433700,3620,3588,1810
-118.17073600,33.81433700,3620,3675,1839
-118.17073600,33.81433700,3620,3675,1840
-118.37517100,33.81573100,3622,3600,1811
-118.37517100,33.81573100,3622,3623,1812
-118.37517100,33.81573100,3622,3623,1813
-118.37517100,33.81573100,3622,3630,1815
-118.37517100,33.81573100,3622,3630,1816
-118.37499800,33.81577200,3623,3622,1812
-118.37499800,33.81577200,3623,3622,1813
-118.37499800,33.81577200,3623,3603,1814
-118.37499800,33.81577200,3623,3630,1817
-118.37499800,33.81577200,3623,3630,1818
-118.38442900,33.81901800,3630,3622,1815
-118.38442900,33.81901800,3630,3622,1816
-118.38442900,33.81901800,3630,3623,1817
-118.38442900,33.81901800,3630,3623,1818
-118.38442900,33.81901800,3630,3708,1854
-116.97509200,33.82404700,3637,3617,1819
-116.97509200,33.82404700,3637,3617,1820
-116.97509200,33.82404700,3637,3641,1821
-116.97573800,33.82485700,3641,3637,1821
-116.97573800,33.82485700,3641,3711,1856
-116.97573800,33.82485700,3641,3711,1857
-118.22818800,33.82542100,3643,3610,1822
-118.22818800,33.82542100,3643,3645,1824
-118.22818800,33.82542100,3643,3645,1825
-118.22818800,33.82542100,3643,3651,1826
-118.22818800,33.82542100,3643,3666,1836
-118.22818800,33.82542100,3643,3666,1837
-118.22834300,33.82543000,3645,3522,1823
-118.22834300,33.82543000,3645,3643,1824
-118.22834300,33.82543000,3645,3643,1825
-118.22834300,33.82543000,3645,3653,1827
-118.22834300,33.82543000,3645,3789,1897
-118.22834300,33.82543000,3645,3789,1898
-118.22810900,33.82562700,3651,3643,1826
-118.22810900,33.82562700,3651,3653,1828
-118.22810900,33.82562700,3651,3653,1829
-118.22810900,33.82562700,3651,3682,1844
-118.22810900,33.82562700,3651,3682,1845
-118.22810900,33.82562700,3651,3921,1962
-118.22827100,33.82563600,3653,3645,1827
-118.22827100,33.82563600,3653,3651,1828
-118.22827100,33.82563600,3653,3651,1829
-118.22827100,33.82563600,3653,3815,1910
-118.22827100,33.82563600,3653,3815,1911
-118.22827100,33.82563600,3653,3921,1961
-118.20736800,33.82642900,3659,3461,1830
-118.20736800,33.82642900,3659,3578,1831
-118.20736800,33.82642900,3659,3578,1832
-118.20736800,33.82642900,3659,3666,1834
-118.20736800,33.82642900,3659,3666,1835
-118.20736800,33.82642900,3659,3675,1838
-118.20759600,33.82644000,3666,3455,1833
-118.20759600,33.82644000,3666,3659,1834
-118.20759600,33.82644000,3666,3659,1835
-118.20759600,33.82644000,3666,3643,1836
-118.20759600,33.82644000,3666,3643,1837
-118.20759600,33.82644000,3666,3682,1841
-118.20742600,33.82663000,3675,3659,1838
-118.20742600,33.82663000,3675,3620,1839
-118.20742600,33.82663000,3675,3620,1840
-118.20742600,33.82663000,3675,3682,1842
-118.20742600,33.82663000,3675,3682,1843
-118.20742600,33.82663000,3675,3986,1994
-118.20765200,33.82664100,3682,3666,1841
-118.20765200,33.82664100,3682,3675,1842
-118.20765200,33.82664100,3682,3675,1843
-118.20765200,33.82664100,3682,3651,1844
-118.20765200,33.82664100,3682,3651,1845
-118.20765200,33.82664100,3682,3982,1992
-118.30900900,33.83024200,3691,3429,1846
-118.30900900,33.83024200,3691,3429,1847
-118.30900900,33.83024200,3691,3433,1848
-118.30900900,33.83024200,3691,3847,1924
-118.30900900,33.83024200,3691,3847,1925
-117.99384400,33.83570700,3698,3184,1849
-117.99384400,33.83570700,3698,3766,1883
-117.99384400,33.83570700,3698,3766,1884
-117.99543200,33.83951100,3699,3542,1850
-117.99543200,33.83951100,3699,3542,1851
-117.99543200,33.83951100,3699,3770,1886
-117.83288500,33.84018800,3703,3039,1852
-117.83288500,33.84018800,3703,3039,1853
-118.38579400,33.84205500,3708,3630,1854
-118.38579400,33.84205500,3708,4024,2012
-118.38579400,33.84205500,3708,4024,2013
-117.83073100,33.84224600,3709,3047,1855
-117.00265300,33.84571700,3711,3641,1856
-117.00265300,33.84571700,3711,3641,1857
-117.00265300,33.84571700,3711,3715,1858
-117.00405400,33.84566500,3715,3711,1858
-117.00405400,33.84566500,3715,4349,2175
-117.00405400,33.84566500,3715,4349,2176
-117.87579500,33.84960800,3717,3718,1859
-117.87579500,33.84960800,3717,3718,1860
-117.87579500,33.84960800,3717,3721,1863
-117.87579500,33.84960800,3717,3721,1864
-117.87579500,33.84960800,3717,3729,1865
-117.87579500,33.84960800,3717,3729,1866
-117.87579500,33.84960800,3717,3743,1874
-117.87579500,33.84960800,3717,3743,1875
-117.87983500,33.78661000,3718,3717,1859
-117.87983500,33.78661000,3718,3717,1860
-117.87607400,33.84973100,3721,3722,1861
-117.87607400,33.84973100,3721,3722,1862
-117.87607400,33.84973100,3721,3717,1863
-117.87607400,33.84973100,3721,3717,1864
-117.87607400,33.84973100,3721,3733,1867
-117.87607400,33.84973100,3721,3733,1868
-117.87607400,33.84973100,3721,3798,1906
-117.87607400,33.84973100,3721,3798,1907
-117.88011800,33.78749300,3722,3721,1861
-117.88011800,33.78749300,3722,3721,1862
-117.87579400,33.84982200,3729,3717,1865
-117.87579400,33.84982200,3729,3717,1866
-117.87579400,33.84982200,3729,3733,1869
-117.87579400,33.84982200,3729,3733,1870
-117.87579400,33.84982200,3729,3751,1881
-117.87579400,33.84982200,3729,3751,1882
-117.87579400,33.84982200,3729,4147,2074
-117.87579400,33.84982200,3729,4147,2075
-117.87605800,33.84993800,3733,3721,1867
-117.87605800,33.84993800,3733,3721,1868
-117.87605800,33.84993800,3733,3729,1869
-117.87605800,33.84993800,3733,3729,1870
-117.87605800,33.84993800,3733,3835,1921
-117.87605800,33.84993800,3733,3835,1922
-117.87605800,33.84993800,3733,4151,2076
-117.87605800,33.84993800,3733,4151,2077
-118.14256300,33.85379500,3742,3588,1871
-118.14256300,33.85379500,3742,3884,1942
-118.14256300,33.85379500,3742,3884,1943
-117.79079400,33.85422200,3743,3744,1872
-117.79079400,33.85422200,3743,3744,1873
-117.79079400,33.85422200,3743,3717,1874
-117.79079400,33.85422200,3743,3717,1875
-117.79079400,33.85422200,3743,3751,1876
-117.79057900,33.85424400,3744,3743,1872
-117.79057900,33.85424400,3744,3743,1873
-117.79057900,33.85424400,3744,3753,1879
-117.79057900,33.85424400,3744,3753,1880
-117.79057900,33.85424400,3744,3968,1984
-117.79057900,33.85424400,3744,3968,1985
-117.79078400,33.85444600,3751,3743,1876
-117.79078400,33.85444600,3751,3753,1877
-117.79078400,33.85444600,3751,3753,1878
-117.79078400,33.85444600,3751,3729,1881
-117.79078400,33.85444600,3751,3729,1882
-117.79078400,33.85444600,3751,4037,2019
-117.79057600,33.85444600,3753,3751,1877
-117.79057600,33.85444600,3753,3751,1878
-117.79057600,33.85444600,3753,3744,1879
-117.79057600,33.85444600,3753,3744,1880
-117.79057600,33.85444600,3753,3975,1988
-117.79057600,33.85444600,3753,3975,1989
-117.79057600,33.85444600,3753,4040,2020
-117.79057600,33.85444600,3753,4040,2021
-117.99811000,33.85598000,3766,3698,1883
-117.99811000,33.85598000,3766,3698,1884
-117.99811000,33.85598000,3766,3770,1885
-117.99811000,33.85598000,3766,3774,1887
-117.99811000,33.85598000,3766,3774,1888
-117.99811000,33.85598000,3766,3875,1938
-117.99793000,33.85598000,3770,3766,1885
-117.99793000,33.85598000,3770,3699,1886
-117.99793000,33.85598000,3770,3777,1889
-117.99793000,33.85598000,3770,3786,1893
-117.99814600,33.85614000,3774,3766,1887
-117.99814600,33.85614000,3774,3766,1888
-117.99814600,33.85614000,3774,3777,1890
-117.99814600,33.85614000,3774,3878,1939
-117.99814600,33.85614000,3774,3898,1949
-117.99814600,33.85614000,3774,3898,1950
-117.99793000,33.85615000,3777,3770,1889
-117.99793000,33.85615000,3777,3774,1890
-117.99793000,33.85615000,3777,3831,1916
-117.99793000,33.85615000,3777,3893,1947
-117.71680800,33.85630100,3781,3421,1891
-117.71680800,33.85630100,3781,3421,1892
-117.98012300,33.85656900,3786,3770,1893
-117.98012300,33.85656900,3786,3316,1894
-117.98012300,33.85656900,3786,3798,1899
-117.98012300,33.85656900,3786,3831,1917
-118.28458300,33.85672700,3789,3475,1895
-118.28458300,33.85672700,3789,3475,1896
-118.28458300,33.85672700,3789,3645,1897
-118.28458300,33.85672700,3789,3645,1898
-118.28458300,33.85672700,3789,3803,1904
-118.28458300,33.85672700,3789,3803,1905
-118.28458300,33.85672700,3789,3815,1908
-118.28458300,33.85672700,3789,3815,1909
-117.97809800,33.85679700,3798,3786,1899
-117.97809800,33.85679700,3798,3311,1900
-117.97809800,33.85679700,3798,3311,1901
-117.97809800,33.85679700,3798,3721,1906
-117.97809800,33.85679700,3798,3721,1907
