JOIN_FID,TARGET_FID_1,ITEM58,ITEM59,ITEM60,NODE1,NODE2,FLOW,MIN_VAL,HEURISTIC
352,195058,4,8,7,455,704,0,4.,0.49109078042489707
352,195059,7,7,7,455,704,0,7.,0.3385796515509009
4626,195496,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195497,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4629,195498,6,7,6,9218,9254,0.471962617,6.,0.7447913070108936
4626,195499,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4626,195500,6,7,6,9217,9251,0.210280374,6.,0.5672319004673385
4629,195501,6,7,6,9218,9254,0.471962617,6.,0.7447913070108936
4626,195502,6,7,6,9217,9251,0.210280374,6.,0.5672319004673385
4629,195503,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4629,195504,6,6,6,9218,9254,0.471962617,6.,0.7447913070108936
4626,195505,4,7,6,9217,9251,0.210280374,4.,0.6878574125402593
5136,195506,6,7,6,9826,10272,0.271028037,6.,0.6492327017276365
5138,195507,6,7,6,9829,10275,0.261682243,6.,0.6382072947526294
5136,195508,5,7,6,9826,10272,0.271028037,5.,0.6982418244201299
5138,195509,7,7,6,9829,10275,0.261682243,6.,0.6382072947526294
5136,195510,7,7,7,9826,10272,0.271028037,7.,0.6173470849265613
5138,195511,7,7,6,9829,10275,0.261682243,6.,0.6382072947526294
4578,195512,3,6,6,9152,9156,0,3.,0.5715453927214246
4581,195513,7,7,7,9158,9162,0,7.,0.3385796515509009
4578,195514,7,7,6,9152,9156,0,6.,0.37046526835197613
4578,195515,7,7,7,9152,9156,0,7.,0.3385796515509009
4581,195516,7,7,6,9158,9162,0,6.,0.37046526835197613
4581,195517,7,7,7,9158,9162,0,7.,0.3385796515509009
4578,195518,7,7,7,9152,9156,0,7.,0.3385796515509009
4581,195519,7,7,6,9158,9162,0,6.,0.37046526835197613
4578,195520,7,7,5,9152,9156,0,5.,0.4194743910444696
4578,195521,7,7,6,9152,9156,0,6.,0.37046526835197613
4581,195522,7,7,5,9158,9162,0,5.,0.4194743910444696
4581,195523,7,7,6,9158,9162,0,6.,0.37046526835197613
4578,195524,7,7,6,9152,9156,0,6.,0.37046526835197613
4581,195525,7,7,6,9158,9162,0,6.,0.37046526835197613
4581,195526,7,7,6,9158,9162,0,6.,0.37046526835197613
4581,195527,7,7,6,9158,9162,0,6.,0.37046526835197613
4578,195528,7,7,6,9152,9156,0,6.,0.37046526835197613
5136,195529,6,7,7,9826,10272,0.271028037,6.,0.6492327017276365
4581,195530,N,N,N,9158,9162,0,0,0
4578,195531,N,N,N,9152,9156,0,0,0
5136,195532,6,6,7,9826,10272,0.271028037,6.,0.6492327017276365
5138,195533,5,6,5,9829,10275,0.261682243,5.,0.6872164174451227
5138,195534,3,6,4,9829,10275,0.261682243,3.,0.8392874191220777
5138,195535,4,6,6,9829,10275,0.261682243,4.,0.7588328068255502
4578,195536,7,6,6,9152,9156,0,6.,0.37046526835197613
4581,195537,7,6,6,9158,9162,0,6.,0.37046526835197613
4578,195538,6,6,6,9152,9156,0,6.,0.37046526835197613
4581,195540,5,7,6,9158,9162,0,5.,0.4194743910444696
4642,195541,6,7,6,9186,9217,0.210280374,6.,0.5672319004673385
4647,195542,5,7,6,9192,9218,0.257009346,5.,0.6814415465088924
4647,195543,5,7,6,9192,9218,0.257009346,5.,0.6814415465088924
4642,195544,5,7,7,9186,9217,0.210280374,5.,0.6162410231598319
4647,195545,5,6,6,9192,9218,0.257009346,5.,0.6814415465088924
4647,195546,5,7,6,9192,9218,0.257009346,5.,0.6814415465088924
4642,195547,5,7,6,9186,9217,0.210280374,5.,0.6162410231598319
4642,195548,5,7,6,9186,9217,0.210280374,5.,0.6162410231598319
4647,195549,4,7,6,9192,9218,0.257009346,4.,0.7530579358893199
4642,195550,6,7,6,9186,9217,0.210280374,6.,0.5672319004673385
4647,195551,6,7,6,9192,9218,0.257009346,6.,0.632432423816399
4647,195552,6,7,6,9192,9218,0.257009346,6.,0.632432423816399
4642,195553,6,7,6,9186,9217,0.210280374,6.,0.5672319004673385
4642,195554,6,7,6,9186,9217,0.210280374,6.,0.5672319004673385
4647,195555,6,7,6,9192,9218,0.257009346,6.,0.632432423816399
4626,195556,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195557,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195558,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195559,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4629,195560,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195561,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195562,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195563,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4626,195564,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195565,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195566,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195567,5,7,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195568,4,5,6,9217,9251,0.210280374,4.,0.6878574125402593
4595,195571,5,8,6,9167,9186,0.261682243,5.,0.6872164174451227
4598,195572,4,6,7,9169,9192,0.280373832,4.,0.7801539083853822
4595,195573,6,5,7,9167,9186,0.261682243,5.,0.6872164174451227
4587,195574,5,7,6,9158,9169,0.140186916,5.,0.516629112325488
4593,195575,5,7,6,9167,9186,0.261682243,5.,0.6872164174451227
4587,195576,5,7,6,9158,9169,0.140186916,5.,0.516629112325488
4584,195577,5,8,6,9152,9167,0.299065421,5.,0.726873031755179
4587,195578,7,7,7,9158,9169,0.140186916,7.,0.4357343728319194
4584,195579,6,5,7,9152,9167,0.299065421,5.,0.726873031755179
4587,195580,7,7,6,9158,9169,0.140186916,6.,0.4676199896329946
4587,195581,5,7,6,9158,9169,0.140186916,5.,0.516629112325488
4584,195582,5,7,6,9152,9167,0.299065421,5.,0.726873031755179
4587,195583,6,7,6,9158,9169,0.140186916,6.,0.4676199896329946
4584,195584,5,7,6,9152,9167,0.299065421,5.,0.726873031755179
4626,195585,5,7,6,9217,9251,0.210280374,5.,0.6162410231598319
4626,195586,5,8,6,9217,9251,0.210280374,5.,0.6162410231598319
4581,195587,N,N,N,9158,9162,0,0,0
4647,195588,5,8,5,9192,9218,0.257009346,5.,0.6814415465088924
4647,195589,5,7,6,9192,9218,0.257009346,5.,0.6814415465088924
4642,195590,6,7,6,9186,9217,0.210280374,6.,0.5672319004673385
4647,195591,5,7,6,9192,9218,0.257009346,5.,0.6814415465088924
4642,195592,5,7,6,9186,9217,0.210280374,5.,0.6162410231598319
4647,195593,6,5,6,9192,9218,0.257009346,5.,0.6814415465088924
4642,195594,6,5,5,9186,9217,0.210280374,5.,0.6162410231598319
4626,195595,7,3,6,9217,9251,0.210280374,3.,0.7683120248367868
4629,195596,7,5,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195597,7,3,6,9217,9251,0.210280374,3.,0.7683120248367868
4629,195598,7,3,6,9218,9254,0.471962617,3.,0.945871431380342
4626,195599,7,5,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195600,7,5,6,9218,9254,0.471962617,5.,0.793800429703387
4626,195601,7,5,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,195602,7,5,6,9218,9254,0.471962617,5.,0.793800429703387
4629,195603,7,7,5,9218,9254,0.471962617,5.,0.793800429703387
3214,195604,N,N,N,6149,6152,0.186915888,0,0
3214,195605,7,7,7,6149,6152,0.186915888,7.,0.5003913973850594
3565,195606,N,N,N,7129,7130,0,0,0
3565,195607,N,N,N,7129,7130,0,0,0
3565,195608,N,N,N,7129,7130,0,0,0
3565,195609,N,N,N,7129,7130,0,0,0
3565,195610,5,7,2,7129,7130,0,2.,0.6146713529737379
4587,195611,N,N,N,9158,9169,0.140186916,0,0
4629,195612,5,8,7,9218,9254,0.471962617,5.,0.793800429703387
4626,195613,7,8,7,9217,9251,0.210280374,7.,0.5353462836662632
4629,195614,4,8,7,9218,9254,0.471962617,4.,0.8654168190838145
4626,195615,4,8,7,9217,9251,0.210280374,4.,0.6878574125402593
4629,195616,6,8,7,9218,9254,0.471962617,6.,0.7447913070108936
4626,195617,5,8,7,9217,9251,0.210280374,5.,0.6162410231598319
4629,195618,5,8,7,9218,9254,0.471962617,5.,0.793800429703387
4626,195619,6,8,7,9217,9251,0.210280374,6.,0.5672319004673385
4629,195620,4,8,7,9218,9254,0.471962617,4.,0.8654168190838145
4626,195621,4,8,7,9217,9251,0.210280374,4.,0.6878574125402593
4629,195622,4,8,7,9218,9254,0.471962617,4.,0.8654168190838145
4626,195623,5,8,7,9217,9251,0.210280374,5.,0.6162410231598319
4626,195624,3,5,6,9217,9251,0.210280374,3.,0.7683120248367868
4589,195676,N,N,N,9158,9169,0.140186916,0,0
4593,195678,7,7,7,9167,9186,0.261682243,7.,0.6063216779515541
1277,195681,3,5,7,2548,2554,0,3.,0.5715453927214246
1423,195682,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1425,195683,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1423,195684,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195685,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1425,195686,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195687,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195688,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195689,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195690,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195691,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1425,195692,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195693,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195694,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195695,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195696,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195697,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195698,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195699,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195700,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195701,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195702,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195703,5,6,7,2534,2844,0.182242991,5.,0.5743670305362749
1423,195704,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195705,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195706,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195707,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195708,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195709,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1425,195710,N,N,N,2538,2848,0.224299065,0,0
1423,195711,N,N,N,2534,2844,0.182242991,0,0
1447,195712,6,7,7,2844,2891,0.23364486,6.,0.6012408892089094
1447,195713,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1447,195714,6,7,7,2844,2891,0.23364486,6.,0.6012408892089094
1447,195715,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1447,195716,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1447,195717,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1479,195718,6,7,6,2848,2955,0.140186916,6.,0.4676199896329946
1447,195719,6,7,6,2844,2891,0.23364486,6.,0.6012408892089094
1479,195720,7,7,7,2848,2955,0.140186916,7.,0.4357343728319194
1479,195721,7,7,7,2848,2955,0.140186916,7.,0.4357343728319194
1479,195722,7,7,7,2848,2955,0.140186916,7.,0.4357343728319194
1447,195723,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1479,195724,7,7,7,2848,2955,0.140186916,7.,0.4357343728319194
1447,195725,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1447,195726,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1447,195727,7,7,7,2844,2891,0.23364486,7.,0.5693552724078342
1479,195728,7,7,6,2848,2955,0.140186916,6.,0.4676199896329946
1447,195729,7,7,6,2844,2891,0.23364486,6.,0.6012408892089094
1267,195730,7,7,7,2256,2534,0.228971963,7.,0.5627257527121163
3078,195731,5,6,4,2548,6156,0,4.,0.49109078042489707
3078,195732,6,7,5,2548,6156,0,5.,0.4194743910444696
3078,195733,7,7,6,2548,6156,0,6.,0.37046526835197613
1267,195734,6,7,7,2256,2534,0.228971963,6.,0.5946113695131916
1423,195735,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195736,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195737,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195739,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1425,195740,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1425,195741,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195742,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1425,195743,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1425,195744,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1425,195745,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1423,195746,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195747,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1423,195748,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195749,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1423,195750,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195751,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195752,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1423,195753,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1425,195754,7,7,7,2538,2848,0.224299065,7.,0.5559951502920917
1423,195755,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1425,195756,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1425,195757,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1423,195758,7,7,7,2534,2844,0.182242991,7.,0.4934722910427063
1425,195759,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1425,195760,5,7,7,2538,2848,0.224299065,5.,0.6368898897856603
1423,195761,4,7,7,2534,2844,0.182242991,4.,0.6459834199167024
1479,195762,7,7,7,2848,2955,0.140186916,7.,0.4357343728319194
1479,195763,7,7,7,2848,2955,0.140186916,7.,0.4357343728319194
1479,195764,6,7,7,2848,2955,0.140186916,6.,0.4676199896329946
1479,195765,6,7,7,2848,2955,0.140186916,6.,0.4676199896329946
1424,195766,6,7,7,2844,2848,0.247663551,6.,0.6203918297094209
1422,195767,6,7,7,2839,2844,0.224299065,6.,0.587880767093167
1425,195768,6,7,7,2538,2848,0.224299065,6.,0.587880767093167
1423,195769,6,7,7,2534,2844,0.182242991,6.,0.5253579078437816
1271,195770,6,7,7,2534,2542,0.065420561,6.,0.3984963724786952
1271,195771,6,7,7,2534,2542,0.065420561,6.,0.3984963724786952
1271,195772,6,8,7,2534,2542,0.065420561,6.,0.3984963724786952
1274,195773,6,8,7,2538,2548,0.065420561,6.,0.3984963724786952
1271,195774,7,7,7,2534,2542,0.065420561,7.,0.36661075567761997
1274,195775,6,7,7,2538,2548,0.065420561,6.,0.3984963724786952
1271,195776,7,8,7,2534,2542,0.065420561,7.,0.36661075567761997
1274,195777,6,8,7,2538,2548,0.065420561,6.,0.3984963724786952
1274,195778,6,8,7,2538,2548,0.065420561,6.,0.3984963724786952
1271,195779,6,8,7,2534,2542,0.065420561,6.,0.3984963724786952
1275,195780,7,8,7,2542,2548,0.252336449,7.,0.594605677787713
1272,195781,7,8,7,2542,2543,0,7.,0.3385796515509009
1423,195782,5,7,7,2534,2844,0.182242991,5.,0.5743670305362749
1425,195783,5,7,7,2538,2848,0.224299065,5.,0.6368898897856603
1447,195784,N,N,N,2844,2891,0.23364486,0,0
1447,195785,N,N,N,2844,2891,0.23364486,0,0
1447,195786,N,N,N,2844,2891,0.23364486,0,0
1447,195787,N,N,N,2844,2891,0.23364486,0,0
3057,195788,N,N,N,5678,6113,0.210280374,0,0
1479,195795,7,5,6,2848,2955,0.140186916,5.,0.516629112325488
1479,195796,7,6,6,2848,2955,0.140186916,6.,0.4676199896329946
473,195814,7,7,6,918,945,0.294392523,6.,0.6735627708821974
190,195815,N,N,N,280,380,0.060747664,0,0
274,195816,5,7,7,384,545,0.210280374,5.,0.6162410231598319
274,195817,6,7,7,384,545,0.210280374,6.,0.5672319004673385
352,195820,N,N,N,455,704,0,0,0
352,195822,N,N,N,455,704,0,0,0
349,195823,N,N,N,456,614,0,0,0
352,195824,N,N,N,455,704,0,0,0
349,195825,N,N,N,456,614,0,0,0
349,195826,N,N,N,456,614,0,0,0
352,195827,N,N,N,455,704,0,0,0
349,195828,N,N,N,456,614,0,0,0
352,195829,N,N,N,455,704,0,0,0
352,195830,N,N,N,455,704,0,0,0
352,195831,N,N,N,455,704,0,0,0
349,195832,N,N,N,456,614,0,0,0
352,195833,N,N,N,455,704,0,0,0
694,195834,7,7,6,917,1388,0.26635514,6.,0.6438092129910729
717,195835,5,7,7,1395,1420,0.38317757,5.,0.7764357033750698
824,195836,5,7,7,1456,1648,0.214953271,5.,0.6231844602305061
151,195837,5,7,7,290,302,0.280373832,5.,0.7085375190049548
188,195838,5,7,7,296,368,0.186915888,5.,0.5812861368786281
230,195839,6,7,7,369,456,0.186915888,6.,0.5322770141861346
1123,195840,7,7,7,1790,2246,0.23364486,7.,0.5693552724078342
824,195841,7,7,7,1456,1648,0.214953271,7.,0.5422897207369375
1123,195842,7,7,6,1790,2246,0.23364486,6.,0.6012408892089094
151,195845,N,N,N,290,302,0.280373832,0,0
824,195846,6,8,7,1456,1648,0.214953271,6.,0.5741753375380128
1123,195847,7,7,7,1790,2246,0.23364486,7.,0.5693552724078342
349,195848,7,6,7,456,614,0,6.,0.37046526835197613
352,195849,6,7,7,455,704,0,6.,0.37046526835197613
352,195850,5,5,7,455,704,0,5.,0.4194743910444696
349,195851,5,4,7,456,614,0,4.,0.49109078042489707
188,195852,7,7,7,296,368,0.186915888,7.,0.5003913973850594
1123,195853,N,N,N,1790,2246,0.23364486,0,0
390,195855,6,6,6,764,774,0.163551402,6.,0.4984637374086396
390,195856,6,6,6,764,774,0.163551402,6.,0.4984637374086396
390,195857,5,6,7,764,774,0.163551402,5.,0.5474728601011329
390,195858,5,6,7,764,774,0.163551402,5.,0.5474728601011329
400,195859,5,7,6,768,796,0.196261682,5.,0.5952472260683537
400,195860,N,N,N,768,796,0.196261682,0,0
390,195861,6,7,7,764,774,0.163551402,6.,0.4984637374086396
400,195862,6,6,7,768,796,0.196261682,6.,0.5462381033758603
482,195863,6,8,6,768,957,0.210280374,6.,0.5672319004673385
386,195864,6,8,7,455,768,0.158878505,6.,0.4920083121550476
383,195865,7,8,7,456,764,0.196261682,7.,0.514352486574785
393,195866,7,6,7,776,782,0.126168224,6.,0.451073298756804
393,195867,7,6,7,776,782,0.126168224,6.,0.451073298756804
393,195868,6,6,7,776,782,0.126168224,6.,0.451073298756804
404,195869,7,6,7,794,804,0.238317757,6.,0.6077556965910025
230,195870,7,7,7,369,456,0.186915888,7.,0.5003913973850594
188,195871,N,N,N,296,368,0.186915888,0,0
390,195872,6,6,6,764,774,0.163551402,6.,0.4984637374086396
352,195873,7,7,7,455,704,0,7.,0.3385796515509009
694,195874,7,6,7,917,1388,0.26635514,6.,0.6438092129910729
1128,195875,6,7,5,1398,2256,0.228971963,5.,0.643620492205685
1128,195876,5,7,7,1398,2256,0.228971963,5.,0.643620492205685
352,195877,5,6,6,455,704,0,5.,0.4194743910444696
349,195878,6,6,7,456,614,0,6.,0.37046526835197613
229,195879,6,6,7,455,457,0,6.,0.37046526835197613
352,195880,6,6,6,455,704,0,6.,0.37046526835197613
349,195881,6,6,6,456,614,0,6.,0.37046526835197613
352,195882,6,6,7,455,704,0,6.,0.37046526835197613
352,195883,7,8,7,455,704,0,7.,0.3385796515509009
313,195884,7,8,7,614,626,0,7.,0.3385796515509009
313,195885,N,N,N,614,626,0,0,0
352,195886,7,7,6,455,704,0,6.,0.37046526835197613
352,195887,7,8,6,455,704,0,6.,0.37046526835197613
313,195888,7,6,7,614,626,0,6.,0.37046526835197613
352,195889,7,6,7,455,704,0,6.,0.37046526835197613
313,195890,4,6,7,614,626,0,4.,0.49109078042489707
313,195891,7,7,7,614,626,0,7.,0.3385796515509009
352,195892,4,8,7,455,704,0,4.,0.49109078042489707
400,195893,6,6,6,768,796,0.196261682,6.,0.5462381033758603
699,195894,7,7,7,1388,1398,0.228971963,7.,0.5627257527121163
307,195895,7,7,6,613,614,0.429906542,6.,0.7391442460128126
349,195896,6,6,6,456,614,0,6.,0.37046526835197613
187,195897,6,8,7,243,369,0.163551402,6.,0.4984637374086396
187,195898,6,7,6,243,369,0.163551402,6.,0.4984637374086396
364,195899,6,8,7,727,728,0,6.,0.37046526835197613
707,195900,6,7,7,794,1414,0.163551402,6.,0.4984637374086396
706,195901,6,7,7,1411,1412,0.345794393,6.,0.7111996487826553
230,195903,6,7,7,369,456,0.186915888,6.,0.5322770141861346
188,195904,N,N,N,296,368,0.186915888,0,0
188,195905,N,N,N,296,368,0.186915888,0,0
230,195906,N,N,N,369,456,0.186915888,0,0
192,195913,7,8,7,284,384,0.03271028,7.,0.34973321412310615
192,195914,7,8,7,284,384,0.03271028,7.,0.34973321412310615
387,195915,5,7,7,380,774,0.182242991,5.,0.5743670305362749
274,195916,6,7,4,384,545,0.210280374,4.,0.6878574125402593
4626,196004,5,6,6,9217,9251,0.210280374,5.,0.6162410231598319
4629,196005,6,7,6,9218,9254,0.471962617,6.,0.7447913070108936
4626,196006,N,N,N,9217,9251,0.210280374,0,0
4629,196007,N,N,N,9218,9254,0.471962617,0,0
4626,196008,N,N,N,9217,9251,0.210280374,0,0
4915,196009,6,5,6,9829,9830,0,5.,0.4194743910444696
4913,196010,7,5,6,9286,9826,0.397196262,5.,0.7807617648732853
4913,196011,7,5,6,9286,9826,0.397196262,5.,0.7807617648732853
4915,196012,7,5,6,9829,9830,0,5.,0.4194743910444696
4913,196013,7,5,6,9286,9826,0.397196262,5.,0.7807617648732853
4915,196014,7,5,6,9829,9830,0,5.,0.4194743910444696
4915,196015,7,5,6,9829,9830,0,5.,0.4194743910444696
4913,196016,7,5,6,9286,9826,0.397196262,5.,0.7807617648732853
4913,196017,7,6,6,9286,9826,0.397196262,6.,0.7317526421807918
4915,196018,5,5,6,9829,9830,0,5.,0.4194743910444696
4915,196019,N,N,N,9829,9830,0,0,0
4913,196020,7,7,6,9286,9826,0.397196262,6.,0.7317526421807918
4915,196021,7,7,6,9829,9830,0,6.,0.37046526835197613
4915,196022,7,7,6,9829,9830,0,6.,0.37046526835197613
4913,196023,7,7,6,9286,9826,0.397196262,6.,0.7317526421807918
4913,196024,7,7,6,9286,9826,0.397196262,6.,0.7317526421807918
4915,196025,7,7,6,9829,9830,0,6.,0.37046526835197613
4915,196026,6,7,6,9829,9830,0,6.,0.37046526835197613
4915,196027,6,7,6,9829,9830,0,6.,0.37046526835197613
4913,196028,7,7,7,9286,9826,0.397196262,7.,0.6998670253797167
4915,196029,7,7,6,9829,9830,0,6.,0.37046526835197613
4913,196030,6,7,6,9286,9826,0.397196262,6.,0.7317526421807918
4915,196031,6,7,6,9829,9830,0,6.,0.37046526835197613
5136,196032,7,7,6,9826,10272,0.271028037,6.,0.6492327017276365
5138,196033,6,7,6,9829,10275,0.261682243,6.,0.6382072947526294
5136,196034,6,7,6,9826,10272,0.271028037,6.,0.6492327017276365
5138,196035,7,7,6,9829,10275,0.261682243,6.,0.6382072947526294
5136,196036,7,6,6,9826,10272,0.271028037,6.,0.6492327017276365
5136,196037,3,7,6,9826,10272,0.271028037,3.,0.8503128260970849
5138,196038,4,7,6,9829,10275,0.261682243,4.,0.7588328068255502
5138,196039,6,7,6,9829,10275,0.261682243,6.,0.6382072947526294
5136,196040,7,6,5,9826,10272,0.271028037,5.,0.6982418244201299
5138,196041,7,6,4,9829,10275,0.261682243,4.,0.7588328068255502
5136,196042,5,6,6,9826,10272,0.271028037,5.,0.6982418244201299
5138,196043,7,6,6,9829,10275,0.261682243,6.,0.6382072947526294
5138,196044,6,6,6,9829,10275,0.261682243,6.,0.6382072947526294
5138,196045,6,7,7,9829,10275,0.261682243,6.,0.6382072947526294
5136,196046,6,7,7,9826,10272,0.271028037,6.,0.6492327017276365
5136,196047,6,7,7,9826,10272,0.271028037,6.,0.6492327017276365
5138,196048,6,7,6,9829,10275,0.261682243,6.,0.6382072947526294
5138,196049,4,6,6,9829,10275,0.261682243,4.,0.7588328068255502
5138,196050,6,6,6,9829,10275,0.261682243,6.,0.6382072947526294
5136,196051,6,5,6,9826,10272,0.271028037,5.,0.6982418244201299
4915,196052,6,6,6,9829,9830,0,6.,0.37046526835197613
4913,196053,6,6,6,9286,9826,0.397196262,6.,0.7317526421807918
4913,196054,6,6,6,9286,9826,0.397196262,6.,0.7317526421807918
4913,196055,6,6,6,9286,9826,0.397196262,6.,0.7317526421807918
3654,196056,6,7,7,6312,7308,0.35046729,6.,0.7136651867501846
3262,196057,6,7,7,5382,6524,0.261682243,6.,0.6382072947526294
4913,196058,6,6,6,9286,9826,0.397196262,6.,0.7317526421807918
4913,196059,5,6,6,9286,9826,0.397196262,5.,0.7807617648732853
5138,196060,5,5,6,9829,10275,0.261682243,5.,0.6872164174451227
3654,196061,N,N,N,6312,7308,0.35046729,0,0
5138,196062,5,7,7,9829,10275,0.261682243,5.,0.6872164174451227
5138,196063,3,5,7,9829,10275,0.261682243,3.,0.8392874191220777
4915,196064,7,6,5,9829,9830,0,5.,0.4194743910444696
4915,196065,6,6,5,9829,9830,0,5.,0.4194743910444696
4915,196066,7,6,6,9829,9830,0,6.,0.37046526835197613
4913,196067,7,6,6,9286,9826,0.397196262,6.,0.7317526421807918
4913,196068,7,6,6,9286,9826,0.397196262,6.,0.7317526421807918
4913,196069,7,5,5,9286,9826,0.397196262,5.,0.7807617648732853
4913,196070,5,7,6,9286,9826,0.397196262,5.,0.7807617648732853
4915,196071,5,7,6,9829,9830,0,5.,0.4194743910444696
4913,196072,5,7,6,9286,9826,0.397196262,5.,0.7807617648732853
4915,196073,5,7,6,9829,9830,0,5.,0.4194743910444696
4913,196074,6,7,6,9286,9826,0.397196262,6.,0.7317526421807918
4915,196075,6,7,6,9829,9830,0,6.,0.37046526835197613
4913,196076,5,6,6,9286,9826,0.397196262,5.,0.7807617648732853
4915,196077,6,6,6,9829,9830,0,6.,0.37046526835197613
4915,196078,7,6,6,9829,9830,0,6.,0.37046526835197613
4915,196079,6,6,6,9829,9830,0,6.,0.37046526835197613
4915,196080,6,6,6,9829,9830,0,6.,0.37046526835197613
4913,196081,6,7,6,9286,9826,0.397196262,6.,0.7317526421807918
4915,196082,6,7,6,9829,9830,0,6.,0.37046526835197613
4626,196083,6,7,7,9217,9251,0.210280374,6.,0.5672319004673385
4629,196084,6,7,7,9218,9254,0.471962617,6.,0.7447913070108936
4626,196085,7,7,7,9217,9251,0.210280374,7.,0.5353462836662632
4629,196086,6,7,7,9218,9254,0.471962617,6.,0.7447913070108936
4626,196087,6,7,7,9217,9251,0.210280374,6.,0.5672319004673385
4629,196088,6,7,6,9218,9254,0.471962617,6.,0.7447913070108936
4626,196089,7,6,6,9217,9251,0.210280374,6.,0.5672319004673385
