JOIN_FID,TARGET_FID_1,ITEM58,ITEM59,ITEM60,NODE1,NODE2,FLOW,MIN_VAL,HEURISTIC
1787,201714,N,N,N,3234,3572,0.107476636,0,0
1612,201715,N,N,N,3014,3220,0.257009346,0,0
1612,201716,N,N,N,3014,3220,0.257009346,0,0
1793,201717,N,N,N,3244,3584,0.070093458,0,0
1894,201718,6,7,7,3316,3786,0.102803738,6.,0.42719222505779264
1506,201719,N,N,N,2747,3009,0.271028037,0,0
1500,201720,N,N,N,2739,2997,0.037383178,0,0
1506,201721,N,N,N,2747,3009,0.271028037,0,0
1500,201722,N,N,N,2739,2997,0.037383178,0,0
1506,201723,N,N,N,2747,3009,0.271028037,0,0
1906,201724,N,N,N,3721,3798,0.112149533,0,0
1921,201725,N,N,N,3733,3835,0.102803738,0,0
1921,201726,N,N,N,3733,3835,0.102803738,0,0
1906,201727,N,N,N,3721,3798,0.112149533,0,0
1921,201728,N,N,N,3733,3835,0.102803738,0,0
1893,201730,5,8,7,3770,3786,0.238317757,5.,0.656764819283496
1894,201731,5,7,6,3316,3786,0.102803738,5.,0.476201347750286
1364,201732,6,8,7,2681,2727,0,6.,0.37046526835197613
1360,201733,5,8,7,2685,2719,0,5.,0.4194743910444696
1364,201734,6,8,7,2681,2727,0,6.,0.37046526835197613
1360,201735,5,8,7,2685,2719,0,5.,0.4194743910444696
1341,201736,6,8,7,2581,2681,0.172897196,6.,0.5117240611707103
1333,201737,5,8,7,2569,2666,0.018691589,5.,0.4252560318581602
1341,201738,5,8,7,2581,2681,0.172897196,5.,0.5607331838632038
1333,201739,6,8,7,2569,2666,0.018691589,6.,0.3762469091656668
1333,201740,6,8,7,2569,2666,0.018691589,6.,0.3762469091656668
1333,201741,6,8,7,2569,2666,0.018691589,6.,0.3762469091656668
1280,201742,5,8,6,2485,2558,0.093457944,5.,0.4679632031551686
1301,201743,5,7,7,2557,2599,0.200934579,5.,0.6022553621861126
1900,201746,5,8,7,3311,3798,0.158878505,5.,0.541017434847541
1894,201747,6,8,7,3316,3786,0.102803738,6.,0.42719222505779264
1900,201748,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1894,201749,5,8,6,3316,3786,0.102803738,5.,0.476201347750286
1900,201750,7,8,7,3311,3798,0.158878505,7.,0.4601226953539723
1900,201751,5,8,7,3311,3798,0.158878505,5.,0.541017434847541
1894,201753,6,8,6,3316,3786,0.102803738,6.,0.42719222505779264
1900,201754,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1894,201755,7,8,7,3316,3786,0.102803738,7.,0.3953066082567174
1921,201758,5,8,7,3733,3835,0.102803738,5.,0.476201347750286
1919,201759,6,8,7,3798,3835,0.331775701,6.,0.7029286153999501
1900,201760,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1918,201761,6,8,7,3831,3835,0.098130841,6.,0.4229804847494903
1894,201762,6,8,7,3316,3786,0.102803738,6.,0.42719222505779264
1900,201763,7,7,7,3311,3798,0.158878505,7.,0.4601226953539723
1900,201764,7,7,7,3311,3798,0.158878505,7.,0.4601226953539723
1900,201765,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1894,201766,6,8,7,3316,3786,0.102803738,6.,0.42719222505779264
1900,201767,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1900,201768,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1900,201769,7,8,7,3311,3798,0.158878505,7.,0.4601226953539723
1900,201770,5,8,6,3311,3798,0.158878505,5.,0.541017434847541
1894,201771,6,8,7,3316,3786,0.102803738,6.,0.42719222505779264
1921,201772,5,8,7,3733,3835,0.102803738,5.,0.476201347750286
1900,201774,6,7,7,3311,3798,0.158878505,6.,0.4920083121550476
1900,201776,5,8,7,3311,3798,0.158878505,5.,0.541017434847541
1900,201777,6,8,7,3311,3798,0.158878505,6.,0.4920083121550476
1900,201779,6,8,6,3311,3798,0.158878505,6.,0.4920083121550476
1900,201780,N,N,N,3311,3798,0.158878505,0,0
1283,201781,6,8,7,2555,2565,0.154205607,6.,0.48568585543527343
1658,201786,6,8,7,3181,3316,0.098130841,6.,0.4229804847494903
1953,201796,7,7,7,3835,3903,0.23364486,7.,0.5693552724078342
2136,201821,7,7,6,4253,4261,0.200934579,6.,0.5532462394936193
1471,201884,6,6,7,2903,2939,0.168224299,6.,0.5050400385616161
2136,201886,7,7,7,4253,4261,0.200934579,7.,0.521360622692544
4833,202001,5,7,6,9665,9666,0.345794393,5.,0.7602087714751488
4833,202002,4,5,7,9665,9666,0.345794393,4.,0.8318251608555762
4748,202003,7,5,6,9495,9496,0.23364486,5.,0.6502500119014029
4750,202005,6,8,7,9499,9500,0,6.,0.37046526835197613
4750,202006,5,8,6,9499,9500,0,5.,0.4194743910444696
4750,202007,6,8,6,9499,9500,0,6.,0.37046526835197613
4750,202008,7,7,6,9499,9500,0,6.,0.37046526835197613
4748,202009,6,8,6,9495,9496,0.23364486,6.,0.6012408892089094
4748,202010,N,N,N,9495,9496,0.23364486,0,0
4750,202012,N,N,N,9499,9500,0,0,0
4748,202013,N,N,N,9495,9496,0.23364486,0,0
4807,202015,5,8,6,9484,9610,0.158878505,5.,0.541017434847541
4833,202016,4,7,6,9665,9666,0.345794393,4.,0.8318251608555762
4833,202017,4,7,6,9665,9666,0.345794393,4.,0.8318251608555762
4807,202018,4,7,5,9484,9610,0.158878505,4.,0.6126338242279684
4807,202019,4,7,5,9484,9610,0.158878505,4.,0.6126338242279684
4823,202020,5,7,6,9624,9646,0.271028037,5.,0.6982418244201299
4829,202021,5,7,6,9654,9658,0,5.,0.4194743910444696
4829,202022,5,7,6,9654,9658,0,5.,0.4194743910444696
4829,202023,4,7,6,9654,9658,0,4.,0.49109078042489707
4829,202024,5,7,6,9654,9658,0,5.,0.4194743910444696
4808,202025,7,8,6,9606,9616,0.130841121,6.,0.4564098707094079
4809,202026,7,8,6,9610,9616,0.196261682,6.,0.5462381033758603
4853,202027,6,8,7,9616,9706,0,6.,0.37046526835197613
4840,202028,7,8,7,9610,9680,0.182242991,7.,0.4934722910427063
4853,202029,5,7,6,9616,9706,0,5.,0.4194743910444696
4800,202030,N,N,N,9566,9600,0.074766355,0,0
4800,202031,N,N,N,9566,9600,0.074766355,0,0
4800,202032,N,N,N,9566,9600,0.074766355,0,0
4962,202033,N,N,N,9923,9924,0.280373832,0,0
2560,202035,7,7,7,4651,5117,0.205607477,7.,0.5283642723415253
2560,202036,7,6,7,4651,5117,0.205607477,6.,0.5602498891426004
3084,202037,5,6,7,5850,6168,0.102803738,5.,0.476201347750286
3082,202038,5,6,7,5859,6163,0,5.,0.4194743910444696
1554,202039,5,6,7,3094,3105,0.205607477,5.,0.6092590118350939
3745,202040,6,7,7,7489,7490,0.327102804,6.,0.699861687629797
3745,202041,7,7,7,7489,7490,0.327102804,7.,0.6679760708287218
2749,202042,6,7,7,5316,5497,0.070093458,6.,0.4014868041232884
2743,202043,6,7,7,5284,5486,0.130841121,6.,0.4564098707094079
2743,202044,6,7,7,5284,5486,0.130841121,6.,0.4564098707094079
2749,202045,6,7,7,5316,5497,0.070093458,6.,0.4014868041232884
2743,202046,5,7,7,5284,5486,0.130841121,5.,0.5054189934019013
2749,202047,6,6,7,5316,5497,0.070093458,6.,0.4014868041232884
3745,202048,7,7,7,7489,7490,0.327102804,7.,0.6679760708287218
3745,202049,7,7,7,7489,7490,0.327102804,7.,0.6679760708287218
2749,202050,7,7,7,5316,5497,0.070093458,7.,0.36960118732221314
2743,202051,7,6,7,5284,5486,0.130841121,6.,0.4564098707094079
3241,202052,5,5,7,6178,6482,0.060747664,5.,0.4446710875866128
2899,202053,7,7,7,5726,5781,0.121495327,7.,0.41403546628252963
2879,202054,7,7,7,5743,5754,0.214953271,7.,0.5422897207369375
2872,202055,4,7,7,5740,5743,0.046728972,4.,0.5086650538685908
1777,202056,5,5,7,3449,3554,0,5.,0.4194743910444696
4202,202057,1,7,7,8327,8343,0.210280374,1.,0.8158118039593895
4194,202058,4,7,7,8344,8387,0.369158879,4.,0.8428474050671659
3387,202059,6,7,7,6706,6773,0.313084112,6.,0.6896591956216314
3243,202060,5,7,7,6195,6483,0.11682243,5.,0.4899649506626077
1736,202061,3,7,7,3443,3461,0.051401869,3.,0.5915193224441494
1749,202062,4,6,5,3446,3490,0.11682243,4.,0.5615813400430352
1749,202063,7,7,6,3446,3490,0.11682243,6.,0.4409558279701143
1836,202064,N,N,N,3643,3666,0.14953271,0,0
1836,202065,N,N,N,3643,3666,0.14953271,0,0
3090,202066,7,7,7,5754,6178,0.182242991,7.,0.4934722910427063
3243,202067,7,7,7,6195,6483,0.11682243,7.,0.4090702111690391
2890,202068,5,7,7,5503,5776,0.238317757,5.,0.656764819283496
2861,202069,7,7,7,5709,5721,0,7.,0.3385796515509009
1749,202070,5,6,7,3446,3490,0.11682243,5.,0.4899649506626077
2848,202071,7,7,7,5694,5696,0.074766355,7.,0.37275292571665686
3243,202072,7,5,7,6195,6483,0.11682243,5.,0.4899649506626077
3241,202074,7,7,7,6178,6482,0.060747664,7.,0.36377634809304416
3241,202075,5,7,7,6178,6482,0.060747664,5.,0.4446710875866128
3241,202076,6,7,7,6178,6482,0.060747664,6.,0.39566196489411937
3241,202077,7,7,7,6178,6482,0.060747664,7.,0.36377634809304416
3243,202078,5,7,6,6195,6483,0.11682243,5.,0.4899649506626077
3241,202079,6,7,7,6178,6482,0.060747664,6.,0.39566196489411937
3241,202080,6,7,7,6178,6482,0.060747664,6.,0.39566196489411937
3241,202081,6,7,7,6178,6482,0.060747664,6.,0.39566196489411937
3241,202082,6,7,7,6178,6482,0.060747664,6.,0.39566196489411937
3241,202083,7,7,7,6178,6482,0.060747664,7.,0.36377634809304416
3274,202084,6,7,7,6482,6546,0.037383178,6.,0.3836350706297474
2825,202085,7,7,7,5503,5633,0.046728972,7.,0.3561539249945947
3241,202086,7,7,6,6178,6482,0.060747664,6.,0.39566196489411937
2749,202087,6,7,7,5316,5497,0.070093458,6.,0.4014868041232884
2915,202088,N,N,N,5784,5826,0.037383178,0,0
3084,202089,7,7,7,5850,6168,0.102803738,7.,0.3953066082567174
3243,202090,6,6,7,6195,6483,0.11682243,6.,0.4409558279701143
3084,202091,7,7,7,5850,6168,0.102803738,7.,0.3953066082567174
3082,202092,5,7,7,5859,6163,0,5.,0.4194743910444696
3082,202093,5,7,7,5859,6163,0,5.,0.4194743910444696
3082,202094,7,7,7,5859,6163,0,7.,0.3385796515509009
3082,202095,7,7,7,5859,6163,0,7.,0.3385796515509009
2909,202096,7,7,7,5690,5814,0.200934579,7.,0.521360622692544
2847,202097,7,7,7,5465,5694,0.126168224,7.,0.41918768195572875
2847,202098,7,7,7,5465,5694,0.126168224,7.,0.41918768195572875
3582,202099,7,7,6,6902,7162,0.186915888,6.,0.5322770141861346
2847,202100,7,7,7,5465,5694,0.126168224,7.,0.41918768195572875
2847,202101,7,7,7,5465,5694,0.126168224,7.,0.41918768195572875
2847,202102,7,7,6,5465,5694,0.126168224,6.,0.451073298756804
2726,202103,6,7,7,5403,5447,0.060747664,6.,0.39566196489411937
2694,202104,6,7,7,5303,5383,0.004672897,6.,0.3717778894028732
2694,202105,6,6,7,5303,5383,0.004672897,6.,0.3717778894028732
2704,202106,6,7,7,5311,5403,0.08411215,6.,0.4114457573481352
2768,202107,7,6,7,5316,5531,0.023364486,6.,0.37793022934714826
2644,202108,7,6,7,5262,5286,0.140186916,6.,0.4676199896329946
2646,202109,6,7,7,5251,5290,0.112149533,6.,0.4361790682336557
2640,202110,6,6,7,5262,5279,0.018691589,6.,0.3762469091656668
2626,202111,7,7,7,5131,5251,0.224299065,7.,0.5559951502920917
2626,202112,7,6,7,5131,5251,0.224299065,6.,0.587880767093167
2631,202113,7,8,7,5121,5262,0.242990654,7.,0.5822575637360142
2631,202114,7,7,7,5121,5262,0.242990654,7.,0.5822575637360142
2626,202115,5,7,7,5131,5251,0.224299065,5.,0.6368898897856603
2564,202116,5,8,7,4665,5125,0.140186916,5.,0.516629112325488
2564,202117,6,7,7,4665,5125,0.140186916,6.,0.4676199896329946
2564,202118,7,8,7,4665,5125,0.140186916,7.,0.4357343728319194
2560,202119,6,6,7,4651,5117,0.205607477,6.,0.5602498891426004
2323,202120,7,7,7,4499,4645,0.191588785,7.,0.5073570553230553
2895,202121,7,8,7,5714,5773,0.205607477,7.,0.5283642723415253
3047,202122,6,7,7,5861,6094,0.341121495,6.,0.7085921268623767
3024,202123,6,7,7,5776,6048,0.154205607,6.,0.48568585543527343
3047,202124,6,6,7,5861,6094,0.341121495,6.,0.7085921268623767
3047,202125,6,8,7,5861,6094,0.341121495,6.,0.7085921268623767
3024,202126,7,8,7,5776,6048,0.154205607,7.,0.45380023863419816
3016,202127,7,7,7,5861,6031,0,7.,0.3385796515509009
3016,202128,6,6,7,5861,6031,0,6.,0.37046526835197613
3047,202129,7,8,7,5861,6094,0.341121495,7.,0.6767065100613016
3024,202130,7,8,7,5776,6048,0.154205607,7.,0.45380023863419816
3013,202131,6,7,7,5826,6026,0,6.,0.37046526835197613
3024,202132,4,7,7,5776,6048,0.154205607,4.,0.6063113675081943
3047,202133,7,8,7,5861,6094,0.341121495,7.,0.6767065100613016
3024,202134,7,8,7,5776,6048,0.154205607,7.,0.45380023863419816
3013,202135,6,7,7,5826,6026,0,6.,0.37046526835197613
1749,202136,4,5,7,3446,3490,0.11682243,4.,0.5615813400430352
1730,202137,6,6,7,3195,3455,0.196261682,6.,0.5462381033758603
1830,202138,6,7,5,3461,3659,0.154205607,5.,0.5346949781277668
1830,202139,5,7,7,3461,3659,0.154205607,5.,0.5346949781277668
3582,202140,6,8,7,6902,7162,0.186915888,6.,0.5322770141861346
2743,202141,5,7,7,5284,5486,0.130841121,5.,0.5054189934019013
3393,202142,6,8,7,6716,6785,0.172897196,6.,0.5117240611707103
2564,202143,7,7,7,4665,5125,0.140186916,7.,0.4357343728319194
2749,202144,7,7,7,5316,5497,0.070093458,7.,0.36960118732221314
2749,202145,5,7,7,5316,5497,0.070093458,5.,0.45049592681578177
2749,202146,7,7,7,5316,5497,0.070093458,7.,0.36960118732221314
3355,202147,7,8,7,6331,6709,0.224299065,7.,0.5559951502920917
2626,202148,7,6,7,5131,5251,0.224299065,6.,0.587880767093167
2748,202149,5,7,7,5125,5492,0.163551402,5.,0.5474728601011329
2566,202150,6,8,7,5121,5131,0.107476636,6.,0.43159133465314403
2745,202151,6,6,7,5131,5486,0.065420561,6.,0.3984963724786952
2566,202152,5,6,7,5121,5131,0.107476636,5.,0.4806004573456374
3047,202153,7,8,7,5861,6094,0.341121495,7.,0.6767065100613016
3024,202154,6,8,7,5776,6048,0.154205607,6.,0.48568585543527343
1992,202156,7,8,7,3682,3982,0.177570093,7.,0.48661606315194694
1994,202157,5,6,7,3675,3986,0.247663551,5.,0.6694009524019143
1992,202158,7,8,7,3682,3982,0.177570093,7.,0.48661606315194694
1994,202159,6,7,7,3675,3986,0.247663551,6.,0.6203918297094209
2092,202160,5,7,7,3994,4183,0.023364486,5.,0.4269393520396416
2092,202161,5,6,7,3994,4183,0.023364486,5.,0.4269393520396416
2092,202162,6,8,7,3994,4183,0.023364486,6.,0.37793022934714826
2092,202163,6,8,7,3994,4183,0.023364486,6.,0.37793022934714826
2312,202164,7,6,7,4199,4623,0.177570093,6.,0.5185016799530222
2315,202165,5,6,7,4201,4629,0.172897196,5.,0.5607331838632038
2315,202166,7,7,7,4201,4629,0.172897196,7.,0.4798384443696352
2312,202167,7,7,8,4199,4623,0.177570093,7.,0.48661606315194694
2316,202168,5,6,7,4623,4629,0.126168224,5.,0.5000824214492974
2559,202169,5,6,7,4623,5117,0.219626168,5.,0.630072760117264
2561,202170,6,7,7,4629,5121,0.158878505,6.,0.4920083121550476
2559,202171,6,6,7,4623,5117,0.219626168,6.,0.5810636374247706
2559,202172,5,7,7,4623,5117,0.219626168,5.,0.630072760117264
2561,202173,7,7,7,4629,5121,0.158878505,7.,0.4601226953539723
2559,202174,6,7,7,4623,5117,0.219626168,6.,0.5810636374247706
2561,202175,5,5,7,4629,5121,0.158878505,5.,0.541017434847541
2561,202176,7,6,7,4629,5121,0.158878505,6.,0.4920083121550476
2561,202177,5,6,7,4629,5121,0.158878505,5.,0.541017434847541
2561,202178,7,7,7,4629,5121,0.158878505,7.,0.4601226953539723
4194,202179,4,7,7,8344,8387,0.369158879,4.,0.8428474050671659
4202,202180,4,7,7,8327,8343,0.210280374,4.,0.6878574125402593
2561,202181,7,8,7,4629,5121,0.158878505,7.,0.4601226953539723
4194,202182,4,7,7,8344,8387,0.369158879,4.,0.8428474050671659
4202,202183,4,7,7,8327,8343,0.210280374,4.,0.6878574125402593
2559,202184,7,7,7,4623,5117,0.219626168,7.,0.5491780206236954
2561,202185,5,7,7,4629,5121,0.158878505,5.,0.541017434847541
2559,202186,6,8,7,4623,5117,0.219626168,6.,0.5810636374247706
3241,202187,5,5,7,6178,6482,0.060747664,5.,0.4446710875866128
4173,202188,7,7,7,8343,8345,0,7.,0.3385796515509009
4300,202189,6,6,7,8343,8599,0.004672897,6.,0.3717778894028732
3243,202190,5,7,7,6195,6483,0.11682243,5.,0.4899649506626077
4236,202193,5,7,7,8466,8472,0,5.,0.4194743910444696
4300,202194,4,8,7,8343,8599,0.004672897,4.,0.4924034014757941
2561,202195,5,7,7,4629,5121,0.158878505,5.,0.541017434847541
2561,202196,7,7,7,4629,5121,0.158878505,7.,0.4601226953539723
3387,202199,7,7,7,6706,6773,0.313084112,7.,0.6577735788205561
3393,202200,7,7,7,6716,6785,0.172897196,7.,0.4798384443696352
2748,202202,5,7,7,5125,5492,0.163551402,5.,0.5474728601011329
1736,202203,5,7,7,3443,3461,0.051401869,5.,0.4394483207671944
2325,202204,N,N,N,4558,4645,0.294392523,0,0
2745,202205,6,7,7,5131,5486,0.065420561,6.,0.3984963724786952
2748,202206,7,7,7,5125,5492,0.163551402,7.,0.4665781206075643
2748,202207,7,7,7,5125,5492,0.163551402,7.,0.4665781206075643
2890,202208,7,7,7,5503,5776,0.238317757,7.,0.5758700797899273
2887,202209,7,7,7,5497,5773,0.03271028,7.,0.34973321412310615
2890,202210,7,7,7,5503,5776,0.238317757,7.,0.5758700797899273
1836,202211,6,7,7,3643,3666,0.14953271,6.,0.47950733269131307
1828,202212,5,7,7,3651,3653,0.168224299,5.,0.5540491612541094
1844,202213,3,7,7,3651,3682,0.121495327,3.,0.6470012074530533
1793,202214,7,7,7,3244,3584,0.070093458,7.,0.36960118732221314
1793,202215,7,7,7,3244,3584,0.070093458,7.,0.36960118732221314
1787,202216,4,7,7,3234,3572,0.107476636,4.,0.5522168467260649
1793,202217,7,7,7,3244,3584,0.070093458,7.,0.36960118732221314
1787,202218,5,7,7,3234,3572,0.107476636,5.,0.4806004573456374
1787,202219,7,7,7,3234,3572,0.107476636,7.,0.39970571785206876
1787,202220,7,7,7,3234,3572,0.107476636,7.,0.39970571785206876
1831,202221,7,8,7,3578,3659,0.11682243,7.,0.4090702111690391
1810,202222,7,7,7,3588,3620,0.14953271,7.,0.4476217158902378
1810,202223,7,7,7,3588,3620,0.14953271,7.,0.4476217158902378
1831,202224,4,4,5,3578,3659,0.11682243,4.,0.5615813400430352
1810,202225,6,7,7,3588,3620,0.14953271,6.,0.47950733269131307
1831,202226,5,7,7,3578,3659,0.11682243,5.,0.4899649506626077
1839,202227,5,6,7,3620,3675,0.158878505,5.,0.541017434847541
1839,202228,6,6,7,3620,3675,0.158878505,6.,0.4920083121550476
1839,202229,6,7,7,3620,3675,0.158878505,6.,0.4920083121550476
1831,202230,5,7,7,3578,3659,0.11682243,5.,0.4899649506626077
1831,202231,7,8,7,3578,3659,0.11682243,7.,0.4090702111690391
1839,202232,7,8,7,3620,3675,0.158878505,7.,0.4601226953539723
1831,202233,7,7,5,3578,3659,0.11682243,5.,0.4899649506626077
1831,202234,5,7,6,3578,3659,0.11682243,5.,0.4899649506626077
1831,202235,6,7,7,3578,3659,0.11682243,6.,0.4409558279701143
1831,202236,5,7,7,3578,3659,0.11682243,5.,0.4899649506626077
1839,202238,6,7,6,3620,3675,0.158878505,6.,0.4920083121550476
1839,202239,6,7,7,3620,3675,0.158878505,6.,0.4920083121550476
1844,202240,3,7,7,3651,3682,0.121495327,3.,0.6470012074530533
1836,202241,5,7,7,3643,3666,0.14953271,5.,0.5285164553838064
2014,202242,3,7,5,4000,4018,0.088785047,3.,0.6161904094364876
3024,202243,6,7,7,5776,6048,0.154205607,6.,0.48568585543527343
1830,202244,5,7,7,3461,3659,0.154205607,5.,0.5346949781277668
2564,202245,N,N,N,4665,5125,0.140186916,0,0
2859,202246,6,6,7,5531,5714,0.107476636,6.,0.43159133465314403
2855,202247,6,7,7,5521,5709,0.093457944,6.,0.4189540804626751
3090,202248,5,6,7,5754,6178,0.182242991,5.,0.5743670305362749
2859,202249,6,7,7,5531,5714,0.107476636,6.,0.43159133465314403
2863,202250,6,7,6,5714,5726,0.130841121,6.,0.4564098707094079
3085,202251,7,7,7,5761,6168,0.135514019,7.,0.43004145273333616
2863,202252,6,6,7,5714,5726,0.130841121,6.,0.4564098707094079
2870,202253,6,7,7,5726,5740,0.107476636,6.,0.43159133465314403
2872,202255,7,7,7,5740,5743,0.046728972,7.,0.3561539249945947
3090,202256,6,7,7,5754,6178,0.182242991,6.,0.5253579078437816
2865,202257,7,7,7,5709,5729,0.168224299,7.,0.4731544217605408
2885,202258,4,7,7,5702,5761,0.121495327,4.,0.5665465951565258
3090,202259,6,7,7,5754,6178,0.182242991,6.,0.5253579078437816
2885,202260,6,7,7,5702,5761,0.121495327,6.,0.4459210830836049
2885,202261,4,7,7,5702,5761,0.121495327,4.,0.5665465951565258
2859,202262,5,6,7,5531,5714,0.107476636,5.,0.4806004573456374
2872,202263,7,7,7,5740,5743,0.046728972,7.,0.3561539249945947
2762,202264,6,7,7,5447,5521,0.060747664,6.,0.39566196489411937
2768,202265,6,6,7,5316,5531,0.023364486,6.,0.37793022934714826
2726,202266,7,7,7,5403,5447,0.060747664,7.,0.36377634809304416
2855,202267,7,6,7,5521,5709,0.093457944,6.,0.4189540804626751
2859,202268,7,6,7,5531,5714,0.107476636,6.,0.43159133465314403
3085,202269,7,7,7,5761,6168,0.135514019,7.,0.43004145273333616
2641,202270,7,6,7,5251,5282,0.03271028,6.,0.38161883092418136
2768,202271,7,7,7,5316,5531,0.023364486,7.,0.346044612546073
2698,202272,4,7,7,5383,5395,0.028037383,4.,0.5003445747601339
3090,202273,6,7,7,5754,6178,0.182242991,6.,0.5253579078437816
3085,202274,6,7,7,5761,6168,0.135514019,6.,0.46192706953441137
3090,202275,6,7,7,5754,6178,0.182242991,6.,0.5253579078437816
2768,202276,6,7,7,5316,5531,0.023364486,6.,0.37793022934714826
2640,202277,6,7,7,5262,5279,0.018691589,6.,0.3762469091656668
2743,202278,6,6,7,5284,5486,0.130841121,6.,0.4564098707094079
2743,202279,7,8,7,5284,5486,0.130841121,7.,0.4245242539083327
2768,202280,7,7,7,5316,5531,0.023364486,7.,0.346044612546073
2641,202282,5,7,7,5251,5282,0.03271028,5.,0.43062795361667483
2749,202284,5,7,7,5316,5497,0.070093458,5.,0.45049592681578177
2652,202285,7,6,7,5303,5304,0.140186916,6.,0.4676199896329946
2642,202288,6,7,7,5282,5284,0.03271028,6.,0.38161883092418136
3085,202289,6,7,7,5761,6168,0.135514019,6.,0.46192706953441137
3085,202290,7,7,7,5761,6168,0.135514019,7.,0.43004145273333616
1833,202293,7,7,7,3455,3666,0.060747664,7.,0.36377634809304416
1838,202294,5,6,7,3659,3675,0.172897196,5.,0.5607331838632038
3085,202295,5,6,7,5761,6168,0.135514019,5.,0.5109361922269048
3241,202297,7,7,7,6178,6482,0.060747664,7.,0.36377634809304416
2906,202298,6,8,7,5784,5808,0.252336449,6.,0.6264912945887882
2903,202299,6,7,7,5781,5805,0.11682243,6.,0.4409558279701143
2915,202300,6,7,7,5784,5826,0.037383178,6.,0.3836350706297474
3090,202302,5,7,7,5754,6178,0.182242991,5.,0.5743670305362749
3241,202303,7,8,7,6178,6482,0.060747664,7.,0.36377634809304416
2890,202304,6,7,7,5503,5776,0.238317757,6.,0.6077556965910025
2887,202305,5,7,7,5497,5773,0.03271028,5.,0.43062795361667483
2890,202306,6,7,7,5503,5776,0.238317757,6.,0.6077556965910025
3094,202307,5,7,7,6168,6183,0.107476636,5.,0.4806004573456374
3082,202308,5,7,7,5859,6163,0,5.,0.4194743910444696
3164,202309,6,7,7,6195,6324,0.14953271,6.,0.47950733269131307
3154,202310,7,7,7,6183,6304,0.191588785,7.,0.5073570553230553
2749,202311,7,7,7,5316,5497,0.070093458,7.,0.36960118732221314
1839,202312,7,7,7,3620,3675,0.158878505,7.,0.4601226953539723
1831,202313,7,7,7,3578,3659,0.11682243,7.,0.4090702111690391
1793,202314,7,7,7,3244,3584,0.070093458,7.,0.36960118732221314
1790,202315,5,6,7,3572,3578,0.023364486,5.,0.4269393520396416
4203,202316,7,6,7,8310,8387,0.210280374,6.,0.5672319004673385
1831,202317,7,7,7,3578,3659,0.11682243,7.,0.4090702111690391
1831,202318,7,6,7,3578,3659,0.11682243,6.,0.4409558279701143
1793,202319,7,7,7,3244,3584,0.070093458,7.,0.36960118732221314
3082,202320,5,7,7,5859,6163,0,5.,0.4194743910444696
2113,202323,5,7,7,4091,4222,0.196261682,5.,0.5952472260683537
2113,202324,7,7,7,4091,4222,0.196261682,7.,0.514352486574785
2167,202325,7,8,7,4229,4334,0.107476636,7.,0.39970571785206876
2161,202326,7,8,7,4235,4321,0.210280374,7.,0.5353462836662632
2167,202327,4,7,7,4229,4334,0.107476636,4.,0.5522168467260649
2161,202328,7,8,7,4235,4321,0.210280374,7.,0.5353462836662632
2161,202329,6,8,7,4235,4321,0.210280374,6.,0.5672319004673385
2174,202330,7,8,7,4339,4346,0.037383178,7.,0.3517494538286722
2161,202331,7,8,7,4235,4321,0.210280374,7.,0.5353462836662632
2825,202332,5,7,7,5503,5633,0.046728972,5.,0.4370486644881634
2825,202333,7,7,7,5503,5633,0.046728972,7.,0.3561539249945947
2815,202334,7,7,7,5492,5621,0.112149533,7.,0.4042934514325805
2815,202335,5,7,7,5492,5621,0.112149533,5.,0.4851881909261492
2825,202336,5,7,7,5503,5633,0.046728972,5.,0.4370486644881634
2014,202337,6,7,7,4000,4018,0.088785047,6.,0.4151102850670392
2825,202338,7,7,7,5503,5633,0.046728972,7.,0.3561539249945947
2000,202339,5,7,7,3518,4000,0.177570093,5.,0.5675108026455156
1999,202340,7,8,7,3591,3997,0.177570093,7.,0.48661606315194694
2004,202341,3,7,7,4003,4006,0.014018692,3.,0.5757439375981604
3073,202342,7,7,7,5821,6145,0,7.,0.3385796515509009
2825,202343,7,7,7,5503,5633,0.046728972,7.,0.3561539249945947
2815,202344,5,6,7,5492,5621,0.112149533,5.,0.4851881909261492
2745,202345,6,7,7,5131,5486,0.065420561,6.,0.3984963724786952
2018,202350,6,8,7,4006,4030,0.168224299,6.,0.5050400385616161
2014,202351,5,8,7,4000,4018,0.088785047,5.,0.4641194077595326
2014,202352,7,8,7,4000,4018,0.088785047,7.,0.3832246682659639
2890,202353,6,6,7,5503,5776,0.238317757,6.,0.6077556965910025
2815,202354,7,7,7,5492,5621,0.112149533,7.,0.4042934514325805
2825,202355,7,5,7,5503,5633,0.046728972,5.,0.4370486644881634
4263,202357,6,7,7,8348,8526,0.228971963,6.,0.5946113695131916
2018,202358,6,8,7,4006,4030,0.168224299,6.,0.5050400385616161
2014,202359,7,8,7,4000,4018,0.088785047,7.,0.3832246682659639
2014,202360,6,7,7,4000,4018,0.088785047,6.,0.4151102850670392
2010,202361,5,7,7,4018,4020,0,5.,0.4194743910444696
